Basin,OrigFRI,OrigDRI,ParetoBestFRI,ParetoBestDRI,SurplusFRI,SurplusDRI,RelSurplusFRI,RelSurplusDRI
CONGO,-12.469170570373535,9.77677059173584,-18.801082611083984,4.979489803314209,6.331912040710449,4.797280788421631,-0.5078053913028447,-0.49068153368318795
CONNECTICUT,-0.0322064831852912,0.3666180372238159,-0.1207735016942024,0.3024287521839142,0.0885670185089111,0.0641892850399017,-2.7499748420019983,-0.1750849072401611
COPIAPO,0.0740395039319992,0.3050592541694641,0.0235163383185863,0.2698241472244262,0.0505231656134129,0.0352351069450379,-0.6823812009844822,-0.11550250144342243
COPPENAME RIVIER,0.0693850964307785,0.29055917263031,0.0218505915254354,0.259903609752655,0.0475345049053431,0.030655562877655,-0.6850823498208369,-0.10550540394282897
COPPERMINE,-0.3005937933921814,0.5540942549705505,-0.5388510823249817,0.3827956914901733,0.2382572889328003,0.1712985634803772,-0.792622117190386,-0.30915058574191784
COPPER,0.1219023838639259,0.2354751229286193,0.1167236194014549,0.2341027110815048,0.005178764462471,0.0013724118471145,-0.04248288096032501,-0.005828266825156444
CORUBAL (also KOLIBA),-3.856647729873657,3.2510664463043213,-5.886792182922363,1.7229561805725098,2.0301444530487065,1.5281102657318115,-0.5264013192916672,-0.4700335385236141
COSAPILLA,0.0751093849539756,0.273423284292221,0.0491208955645561,0.2520281970500946,0.0259884893894194,0.0213950872421264,-0.34600855013450493,-0.07824895856075088
COURANTYNE,-0.0659241154789924,0.386331558227539,-0.1817963421344757,0.3045999705791473,0.1158722266554833,0.0817315876483917,-1.7576606953855531,-0.21155814457242447
CROSS,-1.76449716091156,1.654062032699585,-2.7475340366363525,0.916076362133026,0.9830368757247924,0.737985670566559,-0.5571201232292967,-0.446165655203449
CUANZA,-18.256053924560547,14.161944389343262,-27.47829818725586,7.169722080230713,9.222244262695312,6.992222309112549,-0.5051608798267343,-0.4937332132425357
CUVELAI,-16.138696670532227,12.5770845413208,-24.309154510498047,6.386173725128174,8.17045783996582,6.190910816192627,-0.506265035322482,-0.4922373540428217
CUYUNI,-1.3671804666519165,1.3601866960525513,-2.13680386543274,0.7863364815711975,0.7696233987808232,0.5738502144813538,-0.5629274390275277,-0.4218907714262652
DALING HE,-0.2549928426742553,0.5262921452522278,-0.4818692505359649,0.3634254932403564,0.2268764078617096,0.1628666520118714,-0.8897363764501284,-0.3094605410343277
DALY,0.1231899783015251,0.2571550011634826,0.111336626112461,0.2411425560712814,0.011853352189064,0.0160124450922012,-0.0962201012817075,-0.06226767910308508
DAMODAR,-6.136614799499512,4.972612380981445,-9.30212688446045,2.5739850997924805,3.165512084960937,2.398627281188965,-0.5158401151754074,-0.48236763644857983
DANUBE,-0.3015457093715668,0.5581334233283997,-0.5455824732780457,0.3858871161937713,0.2440367639064788,0.1722463071346283,-0.8092861424394371,-0.30861134620364866
DAOURA,0.0426063723862171,0.3069713413715362,-0.0274793896824121,0.2630976736545563,0.0700857620686292,0.0438736677169799,-1.6449596185593476,-0.142924311829743
DASHT KAUR,-0.1062458455562591,0.4353158175945282,-0.2585874795913696,0.3324766457080841,0.1523416340351104,0.102839171886444,-1.4338596792892275,-0.23624037475760393
"DAUGAVA (also ZAPADNAYA DVINA, also ZAKHODNAYA DZVINA)",-3.0995190143585205,2.66286563873291,-4.736843109130859,1.4266778230667114,1.6373240947723389,1.2361878156661987,-0.5282510244936184,-0.4642321406251735
DE CONTAS,0.1159200817346572,0.2570423781871795,0.1064002215862274,0.2454697638750076,0.0095198601484298,0.0115726143121719,-0.08212433951022312,-0.045022203707377285
DE GREY RIVER,-13.536033630371094,10.576589584350586,-20.39818382263184,5.37062931060791,6.862150192260746,5.205960273742676,-0.5069542806737706,-0.49221540007996134
DEAD SEA,-0.3735573589801788,0.6263229846954346,-0.6491168737411499,0.4261953234672546,0.2755595147609711,0.20012766122818,-0.7376631945178532,-0.31952788915370417
DELAWARE,-2.2226483821868896,2.014251470565796,-3.418947696685791,1.1140722036361694,1.1962993144989014,0.9001792669296265,-0.5382314738068684,-0.4469051059830029
DESEADO,0.1121263206005096,0.2447191923856735,0.1040222942829132,0.2359279990196228,0.0081040263175964,0.0087911933660506,-0.07227586060252454,-0.03592359585837433
DIGUL (also UWIMBU),0.0609950236976146,0.2934967279434204,0.0074663013219833,0.2631864547729492,0.0535287223756313,0.0303102731704711,-0.8775916317534721,-0.103272950887256
DJERID,-1.0740033388137815,1.140427827835083,-1.6913437843322754,0.6735713481903076,0.6173404455184939,0.4668564796447754,-0.5748030971675897,-0.4093695964355996
DNIEPER,-2.591510057449341,2.2817163467407227,-3.980396270751953,1.2377289533615112,1.3888862133026123,1.0439873933792114,-0.5359370338194269,-0.45754477539264543
DNIESTR,-2.565277099609375,2.263288974761963,-3.940150737762451,1.227938175201416,1.3748736381530762,1.0353507995605469,-0.535955214492202,-0.4574540905318721
DOCE,0.1138970032334327,0.2715950012207031,0.0850048884749412,0.2468175888061523,0.0288921147584915,0.0247774124145508,-0.2536687879247965,-0.09122926527803159
DONG NAI,0.1228232085704803,0.2377300709486007,0.114783264696598,0.2363781332969665,0.0080399438738823,0.0013519376516342,-0.06545948414357457,-0.0056868600856410665
DONG,0.1338827311992645,0.233585700392723,0.1334820985794067,0.2332014590501785,0.0004006326198577,0.0003842413425445,-0.0029924144530746547,-0.0016449694561716868
DON,-0.8823146820068359,0.9964708089828492,-1.4086464643478394,0.6035741567611694,0.5263317823410034,0.3928966522216798,-0.5965352193209061,-0.39428817049114595
DORDOGNE,-0.8809105753898621,0.9839418530464172,-1.4191339015960691,0.5853196978569031,0.538223326206207,0.3986221551895141,-0.6109852024060525,-0.4051277562340965
DOURO (also DUERO),-0.0736806169152259,0.3973292112350464,-0.1815753728151321,0.3199692964553833,0.1078947558999062,0.077359914779663,-1.4643573902760043,-0.19469979199163287
DRAA,-0.2807042896747589,0.5487607717514038,-0.5129155516624451,0.3847250640392303,0.2322112619876861,0.1640357077121735,-0.827245149180799,-0.2989202511481341
DRAMSELVA,-0.8980331420898438,0.9941840767860411,-1.4161194562911987,0.6028115153312683,0.518086314201355,0.3913725614547728,-0.5769122428997426,-0.39366206982512386
DRYSDALE,-0.7002437114715576,0.8485244512557983,-1.1158547401428225,0.5194286108016968,0.4156110286712648,0.3290958404541015,-0.5935234002999626,-0.38784485228097626
DURACK,-1.9158557653427124,1.7713805437088013,-2.96122145652771,0.9758736491203308,1.0453656911849976,0.7955068945884705,-0.5456390350961521,-0.4490886486327155
EASTMAIN,-0.0579631030559539,0.3862293362617492,-0.1727519184350967,0.3066107630729675,0.1147888153791428,0.0796185731887817,-1.9803773319094558,-0.20614325664486527
EBRO,-0.3319835066795349,0.5935291647911072,-0.5831118822097778,0.4093387722969055,0.2511283755302429,0.1841903924942016,-0.7564483490219236,-0.3103308201527511
EEL,0.136616975069046,0.2348795384168625,0.1364549994468689,0.234372928738594,0.000161975622177,0.0005066096782684,-0.001185618566764738,-0.002156891492903741
ELBE,-0.3541222214698791,0.6060017943382263,-0.6185973882675171,0.409521996974945,0.264475166797638,0.1964797973632813,-0.7468471357145084,-0.32422312804839737
ELLICE,-0.2932199537754059,0.5400384068489075,-0.538196325302124,0.3697676956653595,0.2449763715267181,0.1702707111835479,-0.8354696478615494,-0.3152937069366374
ESMERALDAS,-0.5078097581863403,0.7182554602622986,-0.8599973917007446,0.4562088847160339,0.3521876335144043,0.2620465755462647,-0.693542469077897,-0.3648375683083124
ESSEQUIBO,-0.6638910174369812,0.825558066368103,-1.0650274753570557,0.523184597492218,0.4011364579200744,0.302373468875885,-0.6042203424723271,-0.3662655374516825
FERGUSON,-0.2395478934049606,0.5099026560783386,-0.4301892817020416,0.3670154809951782,0.190641388297081,0.1428871750831604,-0.7958383001715563,-0.28022441809208387
FEUILLES,-0.3035480678081512,0.5606225728988647,-0.5365260243415833,0.3889573812484741,0.232977956533432,0.1716651916503906,-0.7675158607192291,-0.30620456604653823
FITZROY,-0.4185143709182739,0.6508586406707764,-0.6975198984146118,0.4384793937206268,0.2790055274963379,0.2123792469501496,-0.6666569821346019,-0.3263062571179374
FLINDERS,-1.874089002609253,1.7464025020599363,-2.9072136878967285,0.9679615497589112,1.0331246852874756,0.7784409523010251,-0.5512676739733698,-0.4457397142885616
FORTESCUE,-24.59919548034668,18.96737670898437,-36.99496078491211,9.566731452941896,12.39576530456543,9.400645256042475,-0.5039093784375559,-0.4956217931597059
FRASER,0.0248084757477045,0.3208666145801544,-0.0428058989346027,0.2711780071258545,0.0676143746823072,0.0496886074542999,-2.7254546135734876,-0.15485751772373132
FUERTE NUEVO,0.0849330201745033,0.2973673045635223,0.0224546249955892,0.2642791271209717,0.0624783951789141,0.0330881774425506,-0.7356196100238288,-0.11127039501238259
GALANA,-0.3858261108398437,0.6272096633911133,-0.6689826250076294,0.4211556017398834,0.2831565141677857,0.2060540616512298,-0.7338967120484075,-0.3285250111376861
GALLEGOS,0.0061520338058471,0.3343709111213684,-0.0764897018671035,0.2818458378314972,0.0826417356729505,0.0525250732898712,-13.433238223496936,-0.15708625225118913
GAMBIA,-3.138582468032837,2.700647115707397,-4.808760166168213,1.443575143814087,1.670177698135376,1.25707197189331,-0.5321439583463263,-0.46547065130500676
GANGES,-2.959592580795288,2.5792152881622314,-4.523223400115967,1.396660327911377,1.5636308193206787,1.1825549602508545,-0.5283263748757293,-0.45849408759261057
GARONNE (also RIO GARONA),-0.4314304292201996,0.6510841846466064,-0.7453418970108032,0.424224853515625,0.3139114677906036,0.2268593311309814,-0.7276062292546014,-0.3484331772766305
GASCOYNE,-24.34618377685547,18.77926254272461,-36.61431503295898,9.469194412231444,12.268131256103509,9.310068130493166,-0.5039036659111282,-0.49576324465946814
GEBA (also KAYANGA),-7.736733913421631,6.172014236450195,-11.692985534667969,3.168723821640014,3.956251621246338,3.003290414810181,-0.5113594012045652,-0.48659810229755873
GEORGE,0.1153984889388084,0.2438049018383026,0.1097427085041999,0.2414522618055343,0.0056557804346085,0.0023526400327683,-0.04901087082351273,-0.009649683066375071
GILBERT,-0.212143987417221,0.497187852859497,-0.3823279440402984,0.3722096085548401,0.1701839566230774,0.1249782443046569,-0.8022096628568532,-0.25137026897552783
GLOMAA,-2.019963264465332,1.841138243675232,-3.1243350505828857,1.0098721981048584,1.1043717861175537,0.8312660455703735,-0.5467286487558337,-0.451495724683347
GODAVARI,-1.5353872776031494,1.493185043334961,-2.3879077434539795,0.8583307266235352,0.8525204658508301,0.6348543167114258,-0.555247837654143,-0.4251678782513837
GONO,-14.146434783935549,11.032172203063965,-21.30474853515625,5.604976177215576,7.158313751220701,5.427196025848389,-0.5060153926097027,-0.49194264972958757
GOTA,-5.426936149597168,4.427505970001221,-8.235723495483398,2.3012046813964844,2.8087873458862305,2.1263012886047363,-0.5175641040285174,-0.4802480906884356
GOURITZ,-0.6441228985786438,0.8213748931884766,-1.0433460474014282,0.5189762115478516,0.3992231488227844,0.302398681640625,-0.619793442685754,-0.3681615838861965
GRANDE DE MATAGALPA,-0.0421843975782394,0.3740554451942444,-0.1487268954515457,0.2966659367084503,0.1065424978733062,0.077389508485794,-2.525637534012473,-0.20689314774072126
GREAT FISH (also GROOT-VIS),-0.9625446200370787,1.04518461227417,-1.5368129014968872,0.6136434078216553,0.5742682814598085,0.4315412044525146,-0.5966147121966011,-0.412885149077677
GREAT KEI (also GROOT-KEI),-0.9095290899276732,1.0005050897598269,-1.4528919458389282,0.5997018218040466,0.543362855911255,0.4008032679557802,-0.5974111899537636,-0.4006009285290031
GREAT SALT LAKE,-0.5129815340042114,0.7146500945091248,-0.8422486186027527,0.464586853981018,0.3292670845985412,0.2500632405281067,-0.6418692735942383,-0.3499100363232568
GREAT SCARCIES (also KOLENTE),-0.9081015586853028,0.9809250831604004,-1.4538904428482056,0.5719767212867737,0.5457888841629027,0.4089483618736267,-0.6010218559178165,-0.416900708213163
GUADALQUIVIR,0.0983497723937034,0.2633325457572937,0.0794599205255508,0.246689110994339,0.0188898518681526,0.0166434347629547,-0.19206807914648494,-0.06320310584888547
GUADIANA,-0.079876035451889,0.3998477458953857,-0.2043798416852951,0.3109089136123657,0.1245038062334061,0.0889388322830199,-1.5587128921589675,-0.22243174607339042
GUAYAS,0.0831429064273834,0.2904517948627472,0.0436695106327533,0.2572191953659057,0.03947339579463,0.0332325994968414,-0.47476564737493226,-0.11441691903658413
GUIR,-0.0269714593887329,0.3609960973262787,-0.1283744573593139,0.2954727411270141,0.101402997970581,0.0655233561992645,-3.7596407561446696,-0.18150710405060885
GURUPI,-15.683539390563965,12.2160005569458,-23.6246337890625,6.188377857208252,7.941094398498535,6.027622699737549,-0.5063330540857577,-0.4934203032849691
HAI HE,-1.1377284526824951,1.1834968328475952,-1.8009620904922483,0.6865274310112,0.6632336378097532,0.4969694018363952,-0.5829454614112927,-0.4199161231725852
HAMUN-I-LORA,-7.28741455078125,5.835720539093018,-11.024495124816896,3.0090835094451904,3.7370805740356463,2.826637029647827,-0.5128129527961341,-0.48436812741672863
HAMUN-I-MASHKEL,-4.018123626708984,3.3570988178253174,-6.10349702835083,1.775810718536377,2.0853734016418457,1.5812880992889404,-0.5189918467864205,-0.47102816601427216
HAMUN,-5.476893424987793,4.469887733459473,-8.300400733947754,2.330838203430176,2.823507308959961,2.139049530029297,-0.5155308109663014,-0.47854658944057593
HAN-GANG,-0.2783357501029968,0.53347247838974,-0.5160574913024902,0.3698177933692932,0.2377217411994934,0.1636546850204467,-0.8540826721379686,-0.30677249839472553
HANJIANG XIXI,0.1057653725147247,0.2503919601440429,0.1057279407978057,0.250296950340271,3.743171691900082e-05,9.500980377191716e-05,-0.00035391277909780505,-0.0003794443069069026
HAR US NUUR,-0.8673009276390076,0.9783743023872375,-1.3917062282562256,0.5875346064567566,0.524405300617218,0.3908396959304809,-0.6046405392932874,-0.39947870153256315
HARI,-0.4509803354740143,0.6631377935409546,-0.7797523736953735,0.4278218150138855,0.3287720382213592,0.2353159785270691,-0.7290163502934005,-0.3548523109662521
HAYES,-1.926910400390625,1.7766461372375488,-2.984867572784424,0.980163276195526,1.0579571723937988,0.7964828610420228,-0.5490432623018324,-0.4483069781585482
HINGOL,-2.277491807937622,2.049105405807495,-3.508932113647461,1.126027226448059,1.2314403057098389,0.923078179359436,-0.540700213022925,-0.4504786219114369
HODNA,0.0158163048326969,0.3200685977935791,-0.0503608435392379,0.2712685465812683,0.0661771483719348,0.0488000512123107,-4.184109314530117,-0.1524674758746038
HONDO,0.0281717907637357,0.3220763206481933,-0.0347064174711704,0.2784566283226013,0.0628782082349061,0.0436196923255919,-2.231956383683157,-0.13543278263302735
