Basin,Pearson_Degree,Spearman_Degree,Pearson_Betweenness,Spearman_Betweenness,Pearson_EdgeBetweenness,Spearman_EdgeBetweenness
CHEW BAHIR (also LAKE STEFANIE),0.10078252394498298,0.2817832521749873,-0.0627818612634208,0.19990374249387172,-0.2374567498976022,-0.37085123331991493
CHICO,0.49970560825626886,0.6222222222222222,0.4303404357725834,0.619122523901192,-0.1902612213404391,-0.14208248173509302
"CHILOANGO (also SHILOANGO, also LOUANGO)",-0.0677800538357983,-0.024482659157056438,-0.02741021311681381,0.015733406196654306,0.26019976391182204,0.14532735523917603
CHIRA,-0.02892124433721343,0.2596413528687494,-0.1532923847855033,0.24860472400404518,-0.19222719940337699,0.09078412990032037
CHOLUTECA,0.18340524571306097,0.41403933560541256,0.18340524571306097,0.41403933560541256,0.40151347973310875,0.0
CHUBUT,0.5982157157551965,0.600993347397306,0.3512628083114893,0.5712157807644559,0.0803096267221648,0.025381638433465
CHURCHILL,0.4855788059162035,0.4950737655748149,0.17712768066360238,0.4337949530720585,-0.10197043069107475,-0.028129887044519748
CHUY (also SHU),0.6004374286685185,0.6022865349196651,0.46757359512730223,0.6110787004874126,-0.08774584170062828,-0.11791135440846526
CISNES,0.7180116025298666,0.8280786712108251,0.7180116025298667,0.8280786712108251,0.40948182620750107,0.8660254037844386
CLUTHA,0.1659145295528962,0.3597215394180964,-0.025044222424124084,0.27304104375413263,0.1925703479718258,-0.019161320629792287
COATAN,,,,,,
COCO,0.29989693057091965,0.4956466833087079,0.38925731598741026,0.5489235363762105,0.49338823239883406,0.4148722431539121
COIG,0.08724487286005947,0.2526049400936572,0.17345266590126643,0.337559701733712,-0.3223381176678305,-0.08949714991914479
COLORADO (also COLORADO RIVER),0.502500281367619,0.5048378415521317,0.19496422440609903,0.45098227297495797,0.040065448654466713,-0.0731923110958557
COLORADO,0.5739465630170573,0.5940743737795153,0.25972822783596095,0.5470340303817334,-0.07063825564532729,-0.004503228501653004
COLUMBIA,0.6127834600684422,0.6262281696674405,0.29136550795820915,0.5895571417734036,0.004552364951490433,-0.008301990468711348
COLVILLE,-0.11603292449828295,0.5295372151802382,-0.12573819842485753,0.5100072911406319,0.22679256283346436,0.2578779322371902
COMOE (also KOMOE),-0.05974189838024857,0.7248266662946936,-0.0355491310375946,0.6760090887559572,-0.027860256308263713,0.010250249820732454
CONCEPCION,-0.04902304782959598,0.3501785434320394,0.010211250621483925,0.37170870307438053,0.021718845119525855,0.18712140093502955
CONGO,0.63985733683414,0.6598672848046597,0.20337709258510867,0.6149789883091108,0.023754950775302486,0.04057932153263877
CONNECTICUT,0.23240040169785595,0.5349182798685853,0.314941938696661,0.552777826584357,-0.2017462109751482,-0.08178608201095305
COPIAPO,0.32117665793494654,0.4509560339299332,0.32723828489648804,0.44683855621642105,0.35494028007010703,0.35862009757435015
COPPENAME RIVIER,0.2636717627303668,0.49674263633520205,0.22693653789284288,0.46502437744733377,-0.05388676243554535,-0.08017237219689355
COPPERMINE,0.304915580511725,0.5663295089958437,0.23247387426327668,0.5174338441776403,0.006268643875463484,0.09776531910794418
COPPER,-0.06334515778099424,0.597401088972979,-0.003504615486821619,0.5350899323698222,-0.059417713734344485,-0.2011797019549898
CORUBAL (also KOLIBA),0.27105841818143095,0.4460547088784395,0.4095333701112505,0.5313010870610321,-0.4007109572710431,-0.3304247126094033
COSAPILLA,0.7037360802598827,0.7745966692414834,0.7037360802598827,0.7745966692414834,-0.5064239179545288,-0.8660254037844387
COURANTYNE,0.07171834645301975,0.7450095682559144,0.19624278565733022,0.739468151928478,0.015741193100221693,0.04514725410739116
CROSS,-0.040998287887689916,0.6467208160343202,-0.1457796081842915,0.5729904796310091,-0.0667611979158555,-0.0867829241454205
CUANZA,0.5828691306548552,0.6065716834559577,0.35134228935687456,0.5590856215395076,0.1064289204318394,0.07351296298250529
CUVELAI,0.5982387254188887,0.6177468304053282,0.29697889138441924,0.5676246361046131,0.025372354930300323,0.15980695060073832
CUYUNI,0.708021679720602,0.7601435301462753,0.4271660803978853,0.6772643389963234,-0.11709111908931302,-0.15518328896966124
DALING HE,0.4512720117414408,0.6187210477991257,0.37853059732007954,0.5688376048266448,-0.23858215286806728,-0.3049447917527963
DALY,0.6166591898897538,0.6533538500449286,0.46992331414511634,0.6256604821461919,-0.1585227707053345,-0.09899304311931433
DAMODAR,-0.09496355275805883,0.206862874543392,-0.12932715978293238,0.14823672701893123,-0.12885053584118877,-0.11060262986781966
DANUBE,0.613240517636697,0.625804538669345,0.2621132521618797,0.5789281284562897,-0.06799315605930094,-0.00460511211084434
DAOURA,-0.21575781111594824,0.40141840466627926,-0.17519962698859357,0.370206733459223,-0.020148761748998826,0.28468479261904944
DASHT KAUR,0.3489178553326198,0.47228935945799055,0.20707059338486195,0.4172731647023611,-0.23754341258157352,-0.2864806732262418
"DAUGAVA (also ZAPADNAYA DVINA, also ZAKHODNAYA DZVINA)",0.6324424338997073,0.6635413521036126,0.26956094713558904,0.5453113503082563,-0.12226098855408675,-0.05118773246949122
DE CONTAS,-0.12105142486917093,0.4678572928309667,-0.11723717038399202,0.39892140042379054,-0.0015735918480483256,0.21280765933448073
DE GREY RIVER,-0.00907117883580454,0.32309944800650897,-0.2714906225594044,0.1915697095028408,0.12194501579498333,0.12484704889754163
DEAD SEA,0.25440050456631014,0.5418701241058259,0.16724336341696544,0.5200008249516536,-0.04623704831040862,-0.09126486907118937
DELAWARE,0.2488490191300717,0.5179990167620588,0.30448137648046225,0.5425017560513758,0.2415905562748136,0.35957325998039574
DESEADO,0.28692376483219556,0.4942270567049815,0.23612381784744796,0.45400015633872076,0.15113003328614372,-0.22669058432625594
DIGUL (also UWIMBU),0.4477999539940063,0.6969320524371695,0.5746788145536383,0.7211120923327607,0.44121271823875896,0.24743582965269673
DJERID,0.03638372101695532,0.4821935905216565,-0.0859752412150642,0.45177047626831635,-0.01575769406568048,0.10737197863642658
DNIEPER,0.6048930833657971,0.6225903859953996,0.33881109795961,0.5895148985927686,-0.028008128341317055,-0.08362768424992466
DNIESTR,0.22767283979877148,0.6598607425280332,0.3165090949622007,0.6403787636161096,0.0033554927041862803,0.0750564313710296
DOCE,0.16800869968206078,0.6692204693724024,0.3406296969589196,0.6786901305812969,-0.05959477647600512,-0.10003558562794032
DONG NAI,0.5328752691091356,0.7308765983438579,0.4272036811221736,0.6598162607621865,0.4017349806298999,0.3395512200771787
DONG,-0.05494979787543083,0.47429245755985083,-0.17587712463819372,0.42890577214740644,-0.185280773567116,0.10582299781120942
DON,0.6452850309376355,0.6702108700352938,0.3458015489261204,0.6445509698698157,0.03064295858750345,0.05532121145087269
DORDOGNE,0.032914369648168885,0.3224469744632013,-0.01844038183463894,0.2893649208460969,-0.02498927232202773,0.3566653646186316
DOURO (also DUERO),0.606622294888385,0.6302776603010296,0.3440123476247056,0.5820977516485748,-0.12261890835542999,-0.030497410583772925
DRAA,0.5071789406706295,0.5033484642889436,0.31688206796746193,0.4560673239847909,-0.06919734778896691,-0.09015176799633515
DRAMSELVA,0.6074986916876366,0.7041818181575946,0.7318025413541714,0.7421637117156155,-0.31527361304044843,-0.3218745643681784
DRYSDALE,0.12965672760800961,0.23704841375633853,0.0856992664632817,0.21820562936694077,-0.2615717618529173,-0.45476281916108724
DURACK,0.16717748857386847,0.42966892442365967,0.10104911405278133,0.399430628217143,-0.2671256913181449,-0.4238269999634079
EASTMAIN,0.17494940242622378,0.5286873173344331,0.14548632859225422,0.4957262582200254,0.2860734593080779,0.2631317518029939
EBRO,0.1854284319226091,0.637129977334565,-0.04238596182599324,0.5461034755514939,-0.015971353867307754,0.03449622086408746
EEL,0.7737786306048523,0.4264014327112208,0.8258778661053677,0.5229577884350213,-0.3440237354468001,-0.6585086435527128
ELBE,0.6508755609636553,0.693540490884869,0.4255429551558337,0.6793371665744687,0.10480729167933821,0.05601382157647779
ELLICE,-0.2087039734881847,0.21549855796030778,-0.14629037981459442,0.3089313782884932,0.03338467512517123,-0.16712011590661388
ESMERALDAS,0.11482551391400404,0.3050174082760012,-0.07581345712635655,0.2189910641463032,-0.14866890650879225,-0.22753173551658334
ESSEQUIBO,0.3213410328628312,0.5978355224613798,0.4015696433594274,0.6755954917627621,0.1545627958016373,0.040715830763964636
FERGUSON,0.24783758077751256,0.4892644997177891,0.18111079780234987,0.4870340745245634,0.40919045707334734,0.2507016942140086
FEUILLES,-0.08615135309273286,0.302793645382448,-0.04456258506654714,0.3217333072633209,-0.14847250562446201,-0.04890413178374464
FITZROY,0.5640159305706746,0.5756817490677104,0.27728886434696587,0.5138931462543238,0.02374688382637466,-0.06054030451272565
FLINDERS,0.6348972022351198,0.6759222779653882,0.4244339230244428,0.6322157413095502,0.10072064727326499,0.18350643074214615
FORTESCUE,0.19034725667044744,0.6517298796123554,-0.031057922835590338,0.560154169581706,-0.06443208842164495,-0.07869838356610288
FRASER,0.562296350188476,0.5734552254693667,0.31059629993754045,0.536104348637927,-0.03693463254871508,0.05900534055239455
FUERTE NUEVO,0.09461348952354798,0.32013603067954105,0.04398173900233067,0.29687610401006453,-0.2768389770832943,-0.02977568923132368
GALANA,0.21246992847176033,0.5398094502819999,0.4440376130790411,0.6172866028590467,0.04433111623546186,-0.09729228953485466
GALLEGOS,0.27311048098545615,0.4264014327112208,0.4285422381601343,0.5504818825631803,-0.1314351656333658,-0.35634832254989923
GAMBIA,-0.04662486203549188,0.4941610337903268,0.04524622364001818,0.40913053496405544,-0.14102535763487606,0.11825226355867338
GANGES,0.6088584807499843,0.6320655107986127,0.2623975459908581,0.5872182628124216,-0.045606748263021586,-0.04914388637358035
GARONNE (also RIO GARONA),-0.19553070032499598,0.5548111695575838,-0.20837753054177818,0.47585451300922804,0.03630106144235384,0.04935415802078497
GASCOYNE,0.17416808280497562,0.7521209071368159,0.29585291167260075,0.762122351055825,0.2613540013222793,0.11924932177380954
GEBA (also KAYANGA),-0.026363683569725165,0.1224132957852822,0.0006228957792980501,0.07866703098327153,0.4660188119966585,0.5918640302493727
GEORGE,0.21817957706241556,0.6214342930848554,0.13620038823463482,0.5942700125173508,-0.10616550602903112,0.06192138505263974
GILBERT,0.31746486655024436,0.6612829596059252,0.14089529620949073,0.5773669290861244,-0.12057124282903771,-0.14760974673080357
GLOMAA,0.15459102777234704,0.38832243674683825,0.1532129190688102,0.3453886291433259,-0.04957325899475628,0.062242511977588136
GOASCORAN,,,,,,
GODAVARI,0.6362907770487441,0.6563597032369145,0.369282463359542,0.6153949690711485,0.0735342914503407,-0.030808188600130938
GONO,0.8021347762546028,0.8280786712108251,0.8021347762546027,0.8280786712108251,-0.4002122117409452,0.0
GOTA,-0.2467557124231622,0.32709274538376315,-0.2598824582904267,0.25497206861766936,-0.09857173949149961,-0.11025929756874298
GOURITZ,0.4391731907619384,0.6409357916180506,0.3429192743177233,0.5780267114876455,0.008392106209022905,0.2073787655015633
GRANDE DE MATAGALPA,0.22062891063833365,0.2596413528687494,0.06692077003221977,0.09911691610618795,0.4448268080215259,0.2730716138896395
GREAT FISH (also GROOT-VIS),0.13048311553911213,0.4324499820938683,0.12215390140710568,0.43945998022402144,0.14179918558858268,0.10817793869194738
GREAT KEI (also GROOT-KEI),0.032927674485629665,0.35730610683760144,0.16023109350757975,0.4212632348590996,-0.01883784568291839,-0.0022799518935225646
GREAT SALT LAKE,0.480739325493666,0.4822978748731415,0.24214991212412754,0.4481087450053861,0.02769135087163436,0.08699579003199262
GREAT SCARCIES (also KOLENTE),-0.14400969976851966,0.41403933560541256,-0.14400969976851966,0.41403933560541256,-0.2651003348602035,-0.7071067811865475
GUADALQUIVIR,0.25097500835841274,0.8040375538780765,0.02662684479355181,0.7436587362363443,-0.06671364853886658,-0.04662310067434641
GUADIANA,-0.06190973588559147,0.48332540673175395,-0.017156404202108413,0.4583173065659004,-0.04729417921020171,0.011219315226275742
GUAYAS,0.22857219037569304,0.49172322637363675,0.24469401104965535,0.47886014470463734,-0.15333153497690757,-0.06367499513593806
GUDENA,,,,,,
GUIR,0.6175943809325896,0.6473145566336374,0.36189178970298513,0.6010302809665633,0.03835039210784173,0.07318904429463768
GURUPI,0.33677766535946435,0.7757119632988214,0.39660189014375685,0.761113540497403,-0.06687558790609134,-0.22481402700231787
HAI HE,0.6108879896848813,0.6308935670390907,0.37534835494124463,0.6137577889569084,-0.1013354718838789,-0.07220733972001887
HAMUN-I-LORA,0.3172692774787024,0.6176438056975241,0.34311793456333745,0.6098187924612015,-0.10837869462608132,-0.22044799832453574
HAMUN-I-MASHKEL,0.6216373510564903,0.6321929007407693,0.41053031047543564,0.6210479229356161,0.07066984094170191,0.07145274138491028
HAMUN,0.5253453815006162,0.5326960163008502,0.31086442306429385,0.524603934291157,0.05549541866440918,0.16094640014877526
HAN-GANG,0.4855569582180309,0.6464956738809233,0.2485327722294117,0.5443775857643992,-0.3352967904737735,-0.6412335706686879
HANJIANG XIXI,0.3373681093554673,0.5946187253790689,0.3741332440216224,0.6042885567261944,0.32608516461623244,-0.04091322181325479
HAR US NUUR,0.5748882851043091,0.5785285152892509,0.38299234946772354,0.5871813958158885,0.06861708709912101,0.056679468308032256
HARI,0.16253366608084835,0.5616292418368177,0.11857549231560982,0.5284715691767063,-0.10814744616256165,-0.13967192605009532
HAYES,0.5942643444539729,0.609894341915812,0.3802234731705444,0.5832243455807428,-0.1791353605140531,-0.12229280902336094
HINGOL,0.03157930967035172,0.23557179616041699,-0.01807946079802014,0.21174093518893186,0.29176580262423096,0.16070608663330627
HODNA,0.11447225238030959,0.33945771542580727,0.11960970509504659,0.3573215374659219,-0.020756025100451457,0.051361886758808865
HONDO,-0.11822345767776127,0.1432229748078866,-0.1690418425982166,0.12987621653686246,0.40725216434451145,0.21063439440216278
HORNADAY,0.08917770648771005,0.4651705239840723,0.09862648896378116,0.4268507588835531,-0.31782151668243597,-0.18097291557647185
HORTON,0.5690611125250595,0.7703237606133506,0.6552110733455738,0.8076687288789308,0.06466352666678103,0.2831428209363899
HUAI HE,0.6415375071443588,0.6707245991367936,0.3573806880745505,0.620628911633856,0.06282458559054326,-0.0008601394722113638
HUASCO,-0.11208328994414389,0.0,-0.038906186860265916,0.08257228238447704,-0.16513253373771966,-0.3901297961725498
HUDSON,0.18732585809618585,0.48494083704434515,0.06425681539932074,0.4169625948280197,0.06666148980638839,0.2660515178273728
IIJOKI,0.45650923787711406,0.642270714991117,0.5494038904066089,0.678789486462215,0.3069601784334121,0.2593490018525322
INCOMATI (also KOMATI),0.11443473098114929,0.618009011287618,0.11981033215978724,0.569963232007138,-0.11576935115543431,0.1457900295781198
INDIGIRKA,0.5324015038311262,0.5330008723467726,0.33268905552303263,0.5315608260015371,0.07688932553850714,0.046196426205915964
INDUS,0.6365648730717315,0.6551095128755846,0.26794432467792667,0.6147743084046161,-0.017483672763441625,-0.04894327685835113
IRRAWADDY,0.6112090139469634,0.623484515140106,0.3595124703266879,0.6009419182621923,0.11179406314750528,0.06967114564682624
ISHIKARI,0.3031692547348956,0.3938631807216881,0.3998403880042477,0.4741023655645715,0.003384137762026728,-0.15311180047019055
ITAPECURU,0.19644932700897474,0.47489113498943275,0.2219878016543592,0.42670596061381827,-0.11632627740023084,0.10372615229460881
ITAPICURU,-0.0041683001740845825,0.25441814821344577,-0.09307138892223929,0.15884832779912753,-0.09130395886191496,0.21317182207064364
JACUI,0.6810061987279831,0.7428161595636414,0.48291919655894133,0.685051044052795,-0.1810891269325445,-0.030962215765972505
JAGUARIBE,0.16426192500564477,0.5828320295569773,0.01628645136169616,0.4807047822990916,-0.07866160567781878,-0.049483659906779276
JAMES,0.2602018886992797,0.4236253652069069,0.21235301456284716,0.3818438571303962,0.11017389145159666,0.1078708237793718
JEQUITINHONHA,0.0015573144639038404,0.6554124190319268,-0.01908766710134989,0.5299851299475673,-0.06323155870025139,-0.07151084767382487
JOKULSA A FJOLLUM,0.7028731302176014,0.7745966692414834,0.7028731302176014,0.7745966692414834,-0.5048816881093342,-0.8660254037844387
JUBBA (also GENALE WENZ),0.5828431826015826,0.5994449944560555,0.23656256786805477,0.5504831940266718,-0.0011836684620543604,0.005471377177366075
JURADO,,,,,,
KALIXALVEN,0.09088284370888734,0.17902871850985821,0.24723855673482278,0.2789755361352581,-0.2663717718059847,-0.07715167498104596
KAMCHATKA,0.00039437613118849284,0.5253698137233702,0.11914798672324298,0.5141580154733061,0.10396386611276662,0.26273781501506877
KAPUAS,-0.09530268579529183,0.599232921150271,-0.097396716642466,0.5584663767086006,-0.07215528502239377,-0.19916237356868027
KARNAPHULI,-0.2749373845080689,-0.04309971159206156,-0.3541272475315542,-0.09779915829032655,0.22745292263588035,-0.006615701550312041
KELANTAN,0.8076071826086924,0.8568930704969754,0.8196403397339952,0.8223730217022581,-0.18531196523116591,-0.11528340312662501
KEMIJOKI,0.23679534014788692,0.6398619183471622,0.26484968527555475,0.6216728259917266,0.01017950560428234,0.01836921920163106
KEM,0.31543464537695476,0.6725649627690523,0.4293647899261607,0.6825208629177102,0.22464459761463176,-0.0068592522086031995
KHATANGA,0.6192920995520402,0.6386361307640096,0.411537892610486,0.622362813560972,0.04384894988166317,0.11800927495272506
KINABATANGAN,0.41967870796108847,0.5370861555295746,0.4197126087455952,0.5034282850840296,0.6369494984760535,0.5062825211892569
KISO,0.3846509264954113,0.50709255283711,0.42356503154242675,0.5361109642475097,-0.6457463677889671,-0.6123724356957946
KITAKAMI,0.0017821257467899726,0.14213381090374028,-0.12886130066082319,0.0,-0.24884770442997933,0.0
KIZILIRMAK,0.18436975177131099,0.5846093419229675,0.09400596633820528,0.5732651716461414,-0.07647554824578559,-0.09719008592151324
KLAMATH,-0.2390231493539725,0.2597293299211816,-0.24191078906016697,0.26495412959812803,0.37124575660536796,-0.07677980024800561
KOBUK,0.5303536621984399,0.660463328751568,0.49159017181527287,0.6315214151824753,0.26138737568306036,0.0
KOKEMAENJOKI,0.469139736622666,0.5860489878406652,0.3291991693458386,0.5414286133376786,-0.12763914988642064,-0.17426034643174954
KOLOK,-0.17403193671980086,-0.2581988897471611,-0.17403193671980086,-0.2581988897471611,-0.5200191475477344,-0.8660254037844387
KOLYMA,0.618594696245136,0.6327150492330702,0.3417598863341182,0.6123226315564594,-0.008675891000459488,-0.05476065862223938
KOUILOU,0.22378872019523094,0.622399691328756,0.17101363515261644,0.57333946850696,-0.135028199787592,-0.1287012568617836
KOVDA,0.3784604972555941,0.4162052056699595,0.5045346594138727,0.5482486811348388,-0.18545012702015215,-0.06013545734034871
KRISHNA,0.539654468298546,0.539810871387521,0.1864060086504425,0.4488899488050237,0.18725858389158542,0.1336249497546934
KUANTAN,0.3972632862697026,0.5685352436149611,0.38173365712831303,0.5229577884350213,-0.16528153656581043,-0.1950648980862749
KUBAN,0.11651790874690114,0.5794826874151427,0.12766117280048705,0.59077439132982,-0.28439392762158083,-0.13405746351174183
KUNENE (also CUNENE),0.5309630681626981,0.545689209763015,0.3999519291930565,0.5339056691228502,0.05827022964614713,-0.03235595520916093
KURA,0.5083096550908746,0.5199407313610566,0.4212398221612573,0.5193303354829334,0.1581125584890439,0.10557334993289887
KUSKOKWIM,0.5700922568192842,0.5800854261180747,0.3562211427763193,0.5391680003135078,-0.06325758181201295,-0.00902120561460571
KYMIJOKI,0.2931070700863656,0.5969620057957091,0.1724325432382132,0.5343799837126367,-0.14553182669832304,0.0920658867273753
LA GRANDE,0.008101685172195018,0.6308205731624144,-0.04798926279110601,0.5049739811501303,-0.11079382012766217,-0.022016851605660585
LAGARFLJOT,,,,,,
LAKE BALKHASH,0.536073450341269,0.540101187872463,0.27584419609757255,0.5007444157267514,-0.041804178690300155,-0.07724334254719892
LAKE EYRE,0.5936087162546898,0.6084697551133099,0.21851681471446843,0.5843503051540894,0.022654406875412023,0.021609762580562224
