Basin,OrigFRI,OrigDRI,ParetoBestFRI,ParetoBestDRI,SurplusFRI,SurplusDRI
"DAUGAVA (also ZAPADNAYA DVINA, also ZAKHODNAYA DZVINA)",-3.0995190143585205,2.66286563873291,-4.736843109130859,1.4266778230667114,1.6373240947723389,1.2361878156661987
DE CONTAS,0.1159200817346572,0.2570423781871795,0.1064002215862274,0.2454697638750076,0.009519860148429801,0.011572614312171908
DE GREY RIVER,-13.536033630371094,10.576589584350586,-20.39818382263184,5.37062931060791,6.862150192260746,5.205960273742676
DEAD SEA,-0.3735573589801788,0.6263229846954346,-0.6491168737411499,0.4261953234672546,0.2755595147609711,0.20012766122818
DELAWARE,-2.2226483821868896,2.014251470565796,-3.418947696685791,1.1140722036361694,1.1962993144989014,0.9001792669296265
DESEADO,0.1121263206005096,0.2447191923856735,0.1040222942829132,0.2359279990196228,0.008104026317596408,0.008791193366050692
DIGUL (also UWIMBU),0.0609950236976146,0.2934967279434204,0.0074663013219833,0.2631864547729492,0.0535287223756313,0.03031027317047119
DJERID,-1.0740033388137815,1.140427827835083,-1.6913437843322754,0.6735713481903076,0.6173404455184939,0.4668564796447754
DNIEPER,-2.591510057449341,2.2817163467407227,-3.980396270751953,1.2377289533615112,1.3888862133026123,1.0439873933792114
DNIESTR,-2.565277099609375,2.263288974761963,-3.940150737762451,1.227938175201416,1.3748736381530762,1.0353507995605469
DOCE,0.1138970032334327,0.2715950012207031,0.0850048884749412,0.2468175888061523,0.028892114758491502,0.024777412414550837
DONG NAI,0.1228232085704803,0.2377300709486007,0.114783264696598,0.2363781332969665,0.008039943873882308,0.0013519376516342163
DONG,0.1338827311992645,0.233585700392723,0.1334820985794067,0.2332014590501785,0.0004006326198577881,0.00038424134254450015
DON,-0.8823146820068359,0.9964708089828492,-1.4086464643478394,0.6035741567611694,0.5263317823410034,0.3928966522216798
DORDOGNE,-0.8809105753898621,0.9839418530464172,-1.4191339015960691,0.5853196978569031,0.538223326206207,0.39862215518951416
DOURO (also DUERO),-0.0736806169152259,0.3973292112350464,-0.1815753728151321,0.3199692964553833,0.10789475589990621,0.07735991477966309
DRAA,-0.2807042896747589,0.5487607717514038,-0.5129155516624451,0.3847250640392303,0.23221126198768616,0.16403570771217352
DRAMSELVA,-0.8980331420898438,0.9941840767860411,-1.4161194562911987,0.6028115153312683,0.518086314201355,0.39137256145477284
DRYSDALE,-0.7002437114715576,0.8485244512557983,-1.1158547401428225,0.5194286108016968,0.41561102867126487,0.32909584045410156
DURACK,-1.9158557653427124,1.7713805437088013,-2.96122145652771,0.9758736491203308,1.0453656911849976,0.7955068945884705
EASTMAIN,-0.0579631030559539,0.3862293362617492,-0.1727519184350967,0.3066107630729675,0.11478881537914282,0.07961857318878174
EBRO,-0.3319835066795349,0.5935291647911072,-0.5831118822097778,0.4093387722969055,0.2511283755302429,0.18419039249420166
EEL,0.136616975069046,0.2348795384168625,0.1364549994468689,0.234372928738594,0.00016197562217709627,0.0005066096782684881
ELBE,-0.3541222214698791,0.6060017943382263,-0.6185973882675171,0.409521996974945,0.264475166797638,0.1964797973632813
ELLICE,-0.2932199537754059,0.5400384068489075,-0.538196325302124,0.3697676956653595,0.24497637152671814,0.17027071118354797
ESMERALDAS,-0.5078097581863403,0.7182554602622986,-0.8599973917007446,0.4562088847160339,0.3521876335144043,0.2620465755462647
ESSEQUIBO,-0.6638910174369812,0.825558066368103,-1.0650274753570557,0.523184597492218,0.40113645792007446,0.302373468875885
FERGUSON,-0.2395478934049606,0.5099026560783386,-0.4301892817020416,0.3670154809951782,0.19064138829708102,0.1428871750831604
FEUILLES,-0.3035480678081512,0.5606225728988647,-0.5365260243415833,0.3889573812484741,0.23297795653343206,0.17166519165039062
FITZROY,-0.4185143709182739,0.6508586406707764,-0.6975198984146118,0.4384793937206268,0.2790055274963379,0.2123792469501496
FLINDERS,-1.874089002609253,1.7464025020599363,-2.9072136878967285,0.9679615497589112,1.0331246852874756,0.7784409523010251
FORTESCUE,-24.59919548034668,18.96737670898437,-36.99496078491211,9.566731452941896,12.39576530456543,9.400645256042475
FRASER,0.0248084757477045,0.3208666145801544,-0.0428058989346027,0.2711780071258545,0.0676143746823072,0.04968860745429993
FUERTE NUEVO,0.0849330201745033,0.2973673045635223,0.0224546249955892,0.2642791271209717,0.0624783951789141,0.033088177442550604
GALANA,-0.3858261108398437,0.6272096633911133,-0.6689826250076294,0.4211556017398834,0.2831565141677857,0.20605406165122986
GALLEGOS,0.0061520338058471,0.3343709111213684,-0.0764897018671035,0.2818458378314972,0.08264173567295059,0.052525073289871216
GAMBIA,-3.138582468032837,2.700647115707397,-4.808760166168213,1.443575143814087,1.670177698135376,1.25707197189331
GANGES,-2.959592580795288,2.5792152881622314,-4.523223400115967,1.396660327911377,1.5636308193206787,1.1825549602508545
GARONNE (also RIO GARONA),-0.4314304292201996,0.6510841846466064,-0.7453418970108032,0.424224853515625,0.31391146779060364,0.22685933113098145
GASCOYNE,-24.34618377685547,18.77926254272461,-36.61431503295898,9.469194412231444,12.268131256103509,9.310068130493166
GEBA (also KAYANGA),-7.736733913421631,6.172014236450195,-11.692985534667969,3.168723821640014,3.956251621246338,3.003290414810181
GEORGE,0.1153984889388084,0.2438049018383026,0.1097427085041999,0.2414522618055343,0.005655780434608501,0.002352640032768305
GILBERT,-0.212143987417221,0.497187852859497,-0.3823279440402984,0.3722096085548401,0.1701839566230774,0.12497824430465693
GLOMAA,-2.019963264465332,1.841138243675232,-3.1243350505828857,1.0098721981048584,1.1043717861175537,0.8312660455703735
GODAVARI,-1.5353872776031494,1.493185043334961,-2.3879077434539795,0.8583307266235352,0.8525204658508301,0.6348543167114258
GONO,-14.146434783935549,11.032172203063965,-21.30474853515625,5.604976177215576,7.158313751220701,5.427196025848389
GOTA,-5.426936149597168,4.427505970001221,-8.235723495483398,2.3012046813964844,2.8087873458862305,2.1263012886047363
GOURITZ,-0.6441228985786438,0.8213748931884766,-1.0433460474014282,0.5189762115478516,0.3992231488227844,0.302398681640625
GRANDE DE MATAGALPA,-0.0421843975782394,0.3740554451942444,-0.1487268954515457,0.2966659367084503,0.10654249787330629,0.07738950848579407
GREAT FISH (also GROOT-VIS),-0.9625446200370787,1.04518461227417,-1.5368129014968872,0.6136434078216553,0.5742682814598085,0.43154120445251465
GREAT KEI (also GROOT-KEI),-0.9095290899276732,1.0005050897598269,-1.4528919458389282,0.5997018218040466,0.543362855911255,0.40080326795578025
GREAT SALT LAKE,-0.5129815340042114,0.7146500945091248,-0.8422486186027527,0.464586853981018,0.32926708459854126,0.25006324052810674
GREAT SCARCIES (also KOLENTE),-0.9081015586853028,0.9809250831604004,-1.4538904428482056,0.5719767212867737,0.5457888841629027,0.4089483618736267
GUADALQUIVIR,0.0983497723937034,0.2633325457572937,0.0794599205255508,0.246689110994339,0.018889851868152605,0.016643434762954712
GUADIANA,-0.079876035451889,0.3998477458953857,-0.2043798416852951,0.3109089136123657,0.12450380623340611,0.08893883228301996
GUAYAS,0.0831429064273834,0.2904517948627472,0.0436695106327533,0.2572191953659057,0.03947339579463009,0.033232599496841486
GUIR,-0.0269714593887329,0.3609960973262787,-0.1283744573593139,0.2954727411270141,0.10140299797058101,0.06552335619926458
GURUPI,-15.683539390563965,12.2160005569458,-23.6246337890625,6.188377857208252,7.941094398498535,6.027622699737549
HAI HE,-1.1377284526824951,1.1834968328475952,-1.8009620904922483,0.6865274310112,0.6632336378097532,0.49696940183639526
HAMUN-I-LORA,-7.28741455078125,5.835720539093018,-11.024495124816896,3.0090835094451904,3.7370805740356463,2.826637029647827
HAMUN-I-MASHKEL,-4.018123626708984,3.3570988178253174,-6.10349702835083,1.775810718536377,2.0853734016418457,1.5812880992889404
HAMUN,-5.476893424987793,4.469887733459473,-8.300400733947754,2.330838203430176,2.823507308959961,2.139049530029297
HAN-GANG,-0.2783357501029968,0.53347247838974,-0.5160574913024902,0.3698177933692932,0.2377217411994934,0.16365468502044678
HANJIANG XIXI,0.1057653725147247,0.2503919601440429,0.1057279407978057,0.250296950340271,3.7431716919000824e-05,9.500980377191715e-05
HAR US NUUR,-0.8673009276390076,0.9783743023872375,-1.3917062282562256,0.5875346064567566,0.524405300617218,0.39083969593048096
HARI,-0.4509803354740143,0.6631377935409546,-0.7797523736953735,0.4278218150138855,0.32877203822135925,0.2353159785270691
HAYES,-1.926910400390625,1.7766461372375488,-2.984867572784424,0.980163276195526,1.0579571723937988,0.7964828610420228
HINGOL,-2.277491807937622,2.049105405807495,-3.508932113647461,1.126027226448059,1.2314403057098389,0.923078179359436
HODNA,0.0158163048326969,0.3200685977935791,-0.0503608435392379,0.2712685465812683,0.06617714837193481,0.04880005121231079
HONDO,0.0281717907637357,0.3220763206481933,-0.0347064174711704,0.2784566283226013,0.0628782082349061,0.043619692325591986
HORNADAY,-0.3651926815509796,0.6040882468223572,-0.6482408046722412,0.3987066745758056,0.2830481231212616,0.20538157224655157
HORTON,-0.3251670897006988,0.5616381168365479,-0.5670117139816284,0.3881950080394745,0.24184462428092962,0.17344310879707336
HUAI HE,0.0036779372021555,0.3324109315872192,-0.0609995909035205,0.2842032313346863,0.06467752810567601,0.048207700252532903
HUASCO,0.0043067587539553,0.3383184373378753,-0.0737823098897934,0.284350037574768,0.07808906864374869,0.0539683997631073
HUDSON,-2.406294345855713,2.167989492416382,-3.6981165409088135,1.200585126876831,1.2918221950531006,0.9674043655395508
IIJOKI,-3.130462884902954,2.7022604942321777,-4.786158084869385,1.4528872966766355,1.6556951999664307,1.2493731975555422
INCOMATI (also KOMATI),-8.70783805847168,6.910279750823975,-13.1610746383667,3.5352375507354736,4.4532365798950195,3.375042200088501
INDIGIRKA,-0.7556286454200745,0.9153257608413696,-1.2282570600509644,0.5656348466873169,0.4726284146308899,0.34969091415405273
INDUS,-3.852480173110962,3.2358758449554443,-5.871747016906738,1.7085378170013428,2.0192668437957764,1.5273380279541016
IRRAWADDY,-1.04958975315094,1.1247000694274902,-1.6542785167694092,0.6699110865592957,0.6046887636184692,0.4547889828681946
ISHIKARI,0.0328144803643226,0.3234081566333771,-0.0406038351356983,0.2799647152423858,0.0734183155000209,0.043443441390991266
ITAPECURU,-0.9773960113525392,1.060495376586914,-1.5614200830459597,0.6267958879470825,0.5840240716934205,0.43369948863983154
ITAPICURU,0.1218116655945777,0.2541238665580749,0.1167816296219825,0.243740826845169,0.005030035972595201,0.010383039712905884
JACUI,-5.216458797454834,4.267961025238037,-7.916937351226807,2.222169876098633,2.7004785537719727,2.0457911491394043
JAGUARIBE,-0.3974186480045318,0.6254763603210449,-0.6894513964653015,0.4141548871994018,0.2920327484607697,0.21132147312164312
JAMES,-6.353516101837158,5.129604816436768,-9.629656791687012,2.647277355194092,3.2761406898498535,2.482327461242676
JEQUITINHONHA,0.0860033631324768,0.286604642868042,0.0586423352360725,0.2667170464992523,0.027361027896404308,0.019887596368789673
JOKULSA A FJOLLUM,-1.2984251976013184,1.3036857843399048,-2.019967555999756,0.7547953128814697,0.7215423583984375,0.5488904714584351
JUBBA (also GENALE WENZ),-1.4171998500823977,1.3981629610061646,-2.2183141708374023,0.798585832118988,0.8011143207550047,0.5995771288871765
KALIXALVEN,-2.3527543544769287,2.1012654304504395,-3.6152305603027344,1.146195411682129,1.2624762058258057,0.9550700187683105
KAMCHATKA,-1.3239614963531494,1.3160665035247805,-2.0772151947021484,0.7504581809043884,0.753253698348999,0.5656083226203921
KAPUAS,-5.477573871612549,4.4829535484313965,-8.306462287902832,2.3451199531555176,2.828888416290283,2.137833595275879
KARNAPHULI,0.0784274488687515,0.2701554000377655,0.057658988982439,0.2522779405117035,0.0207684598863125,0.01787745952606201
KELANTAN,-2.0453689098358154,1.8671635389328003,-3.1583211421966557,1.0276209115982056,1.1129522323608403,0.8395426273345947
KEMIJOKI,-4.412167549133301,3.670593738555908,-6.710593700408936,1.941631317138672,2.2984261512756357,1.728962421417236
KEM,-2.730177879333496,2.390939712524414,-4.181591510772705,1.2928067445755005,1.451413631439209,1.0981329679489136
KHATANGA,-3.2402760982513428,2.7938661575317383,-4.951074123382568,1.5048385858535769,1.7107980251312256,1.2890275716781614
KINABATANGAN,-5.417398929595947,4.429403305053711,-8.2067289352417,2.3186557292938232,2.789330005645752,2.1107475757598877
KISO,-9.362236976623535,7.414361000061035,-14.11115550994873,3.813328266143799,4.748918533325195,3.6010327339172363
KITAKAMI,0.0077231926843523,0.3429978489875793,-0.0866077318787574,0.2816068530082702,0.0943309245631097,0.06139099597930908
KIZILIRMAK,0.0871769487857818,0.2809093296527862,0.0483543165028095,0.2519354522228241,0.03882263228297231,0.028973877429962103
KLAMATH,-0.4476620256900787,0.6733534336090088,-0.7348158359527588,0.4572247862815857,0.2871538102626801,0.2161286473274231
KOBUK,-0.2681291401386261,0.5285629034042358,-0.4689685702323913,0.3781664073467254,0.2008394300937652,0.15039649605751043
KOKEMAENJOKI,-0.0924456939101219,0.4032171666622162,-0.2160041332244873,0.3121378719806671,0.1235584393143654,0.09107929468154907
KOLOK,-0.6008507013320923,0.7852055430412292,-0.9683995246887208,0.5119040012359619,0.36754882335662853,0.27330154180526733
KOLYMA,-5.274742126464844,4.324933052062988,-7.99834394454956,2.263004302978516,2.723601818084716,2.061928749084472
KOUILOU,-13.460577964782717,10.534391403198242,-20.287946701049805,5.359021663665772,6.827368736267088,5.17536973953247
KOVDA,-2.901782989501953,2.52443528175354,-4.4309258460998535,1.3648028373718262,1.5291428565979004,1.1596324443817139
KRISHNA,-0.053015012294054,0.374886691570282,-0.1540866941213607,0.3030083179473877,0.10107168182730669,0.07187837362289429
KUANTAN,-2.236213207244873,1.9999163150787356,-3.446749210357666,1.0840259790420532,1.210536003112793,0.9158903360366824
KUBAN,-1.1678317785263062,1.2170169353485107,-1.8429275751113887,0.7107467651367188,0.6750957965850826,0.506270170211792
KUNENE (also CUNENE),-20.926179885864254,16.182992935180664,-31.481698989868164,8.177846908569336,10.55551910400391,8.005146026611328
KURA,0.1084729880094528,0.2584201693534851,0.0876301079988479,0.2431203871965408,0.0208428800106049,0.015299782156944303
KUSKOKWIM,0.0904653817415237,0.2709768414497375,0.061163917183876,0.253377765417099,0.029301464557647698,0.017599076032638494
KYMIJOKI,-0.5106384754180908,0.709073007106781,-0.8420843482017517,0.4631906747817993,0.3314458727836609,0.2458823323249817
LA GRANDE,0.0162689927965402,0.3261155486106872,-0.0649605840444564,0.2744176089763641,0.0812295768409966,0.05169793963432312
LAKE BALKHASH,0.1055310443043708,0.2613394260406494,0.085847184062004,0.2473964840173721,0.01968386024236679,0.01394294202327731
LAKE EYRE,-2.5370118618011475,2.23758316040039,-3.897749423980713,1.2110886573791504,1.3607375621795654,1.0264945030212398
LAKE GAIRDNER,-0.7807987332344055,0.9203676581382751,-1.2566217184066772,0.5631335377693176,0.47582298517227173,0.3572341203689575
LAKE NATRON,0.0928863137960434,0.2591783106327057,0.0669007301330566,0.2563764750957489,0.025985583662986797,0.002801835536956787
LAKE TORRENS,-0.9555227160453796,1.0434004068374634,-1.5223796367645264,0.6155722737312317,0.5668569207191467,0.4278281331062317
LAKE TURKANA,-1.8946033716201784,1.7510217428207395,-2.9361395835876465,0.9665828943252563,1.041536211967468,0.7844388484954832
LAKE URMIA,0.1320385783910751,0.2385576069355011,0.1267619431018829,0.2352673560380935,0.0052766352891922,0.0032902508974075872
LAM (also XONGKA),0.1245907396078109,0.2326159924268722,0.1242685690522193,0.2322988510131836,0.000322170555591611,0.00031714141368860416
