Epoch,Loss,R2_FRI,R2_DRI
1,0.061392,-0.798748,-1.766355
2,0.042214,-0.248911,-0.358558
3,0.039952,-0.19761,-0.29113
4,0.038488,-0.166943,-0.236291
5,0.038025,-0.177408,-0.201481
6,0.037328,-0.153998,-0.183399
7,0.037108,-0.153771,-0.189968
8,0.036431,-0.135764,-0.170629
9,0.036058,-0.119366,-0.174753
10,0.035724,-0.123183,-0.163028
11,0.035542,-0.117904,-0.162516
12,0.035048,-0.114654,-0.16793
13,0.034917,-0.111797,-0.156452
14,0.034508,-0.114609,-0.153604
15,0.034375,-0.108078,-0.154203
16,0.034119,-0.111157,-0.148608
17,0.033663,-0.110825,-0.134288
18,0.033683,-0.112325,-0.143813
19,0.03344,-0.109579,-0.130302
20,0.032857,-0.083005,-0.135836
21,0.032421,-0.096661,-0.128673
22,0.031958,-0.08814,-0.121088
23,0.031694,-0.075599,-0.126707
24,0.031126,-0.066641,-0.111231
25,0.030889,-0.079313,-0.088964
26,0.031051,-0.078977,-0.099928
27,0.030013,-0.065291,-0.07393
28,0.029739,-0.045355,-0.086351
29,0.029589,-0.069302,-0.051615
30,0.029892,-0.031646,-0.072059
31,0.028439,-0.028195,-0.072942
32,0.027545,-0.012688,-0.045802
33,0.02741,-0.007838,-0.030547
34,0.027788,0.000549,-0.053687
35,0.026809,-0.009261,-0.012991
36,0.025963,0.025825,-0.01875
37,0.025831,0.029785,-0.004393
38,0.024796,0.047909,0.006299
39,0.025608,0.047994,-0.014118
40,0.023717,0.090073,0.030037
41,0.023279,0.087635,0.056746
42,0.022606,0.065679,0.061423
43,0.02292,0.095422,0.052027
44,0.02178,0.109686,0.08305
45,0.021538,0.129334,0.099986
46,0.022111,0.11395,0.087728
47,0.021137,0.154575,0.090706
48,0.020662,0.161438,0.103002
49,0.020034,0.191321,0.102625
50,0.019581,0.172994,0.113817
51,0.019716,0.188901,0.131485
52,0.019423,0.203005,0.116699
53,0.019174,0.204141,0.128486
54,0.018809,0.212911,0.16578
55,0.018432,0.202724,0.182369
56,0.019102,0.239768,0.089577
57,0.018641,0.246952,0.14064
58,0.017876,0.253633,0.163146
59,0.017524,0.234649,0.212451
60,0.017516,0.252355,0.192619
61,0.016814,0.260859,0.198734
62,0.016881,0.29047,0.169755
63,0.016834,0.246396,0.219686
64,0.016476,0.288574,0.21582
65,0.016225,0.292988,0.232885
66,0.015753,0.312231,0.253295
67,0.01592,0.285828,0.232295
68,0.01597,0.279935,0.261729
69,0.015451,0.297902,0.264498
70,0.015256,0.30416,0.255354
71,0.014873,0.329375,0.266583
72,0.014857,0.328047,0.277044
73,0.014641,0.337534,0.274745
74,0.014748,0.315316,0.292452
75,0.014697,0.328146,0.306382
76,0.014774,0.343879,0.287056
77,0.0143,0.357529,0.291226
78,0.014289,0.341353,0.297019
79,0.013563,0.358585,0.31449
80,0.013703,0.333433,0.324757
81,0.013943,0.356293,0.307153
82,0.014237,0.316631,0.321909
83,0.013962,0.333486,0.305009
84,0.01402,0.362151,0.308407
85,0.013487,0.374766,0.340368
86,0.012893,0.354735,0.352303
87,0.013206,0.367185,0.332341
88,0.013667,0.357841,0.335123
89,0.013183,0.382724,0.34393
90,0.012921,0.373486,0.341347
91,0.013102,0.39203,0.31455
92,0.012795,0.385183,0.364858
93,0.012903,0.3739,0.363028
94,0.012279,0.390757,0.369427
95,0.012052,0.418011,0.370179
96,0.012193,0.394247,0.376366
97,0.012271,0.394722,0.397656
98,0.011795,0.411302,0.414618
99,0.012076,0.398299,0.368127
100,0.01214,0.422001,0.379144
101,0.012112,0.405246,0.395122
102,0.01183,0.411313,0.3844
103,0.011891,0.40904,0.409001
104,0.011542,0.425334,0.409056
105,0.011793,0.415921,0.399542
106,0.011347,0.427181,0.414235
107,0.011433,0.435453,0.409988
108,0.011115,0.427829,0.410034
109,0.012015,0.426317,0.386518
110,0.01108,0.445552,0.43254
111,0.011041,0.435194,0.422932
112,0.01055,0.445565,0.443359
113,0.010666,0.44144,0.422669
114,0.010725,0.451113,0.440231
115,0.010512,0.432267,0.421416
116,0.010653,0.447604,0.447246
117,0.010584,0.460543,0.421308
118,0.010277,0.469116,0.43831
119,0.01054,0.450222,0.453945
120,0.01128,0.421214,0.446972
121,0.010814,0.438514,0.444846
122,0.010809,0.446864,0.442165
123,0.010517,0.479014,0.442342
124,0.010154,0.456043,0.459512
125,0.01007,0.463914,0.461556
126,0.010358,0.468153,0.454494
127,0.010645,0.475637,0.44187
128,0.010874,0.455165,0.451862
129,0.009835,0.477332,0.450044
130,0.009457,0.495064,0.471828
131,0.009505,0.477499,0.47557
132,0.009452,0.471694,0.477399
133,0.009269,0.496179,0.482008
134,0.009457,0.485722,0.4872
135,0.009614,0.48033,0.481393
136,0.010099,0.477799,0.455963
137,0.009403,0.490066,0.49417
138,0.009516,0.48042,0.486741
139,0.009375,0.481302,0.489834
140,0.009436,0.496244,0.475652
141,0.009663,0.495251,0.464847
142,0.009643,0.487509,0.470092
143,0.009098,0.500423,0.478413
144,0.00945,0.490714,0.478838
145,0.00888,0.502315,0.503749
146,0.008954,0.499405,0.483814
147,0.009218,0.495739,0.490438
148,0.009114,0.506092,0.485379
149,0.008956,0.47322,0.504229
150,0.00883,0.50144,0.498141
151,0.008709,0.508055,0.511901
152,0.008831,0.514429,0.495521
153,0.009125,0.495947,0.479497
154,0.00886,0.514743,0.495192
155,0.008611,0.512879,0.513873
156,0.008917,0.517685,0.510327
157,0.008459,0.515016,0.515014
158,0.008528,0.521968,0.511446
159,0.008706,0.51716,0.503645
160,0.008455,0.514962,0.515541
161,0.009104,0.49595,0.493621
162,0.00856,0.51799,0.505542
163,0.008514,0.520972,0.506896
164,0.008217,0.512302,0.525431
165,0.00857,0.524482,0.519607
166,0.008473,0.530707,0.513268
167,0.008269,0.533028,0.522902
168,0.008445,0.510866,0.526916
169,0.008483,0.515914,0.523162
170,0.008447,0.51927,0.520169
171,0.008061,0.530118,0.511044
172,0.008066,0.526371,0.523758
173,0.008363,0.519716,0.520883
174,0.007994,0.529318,0.530066
175,0.008049,0.535022,0.519112
176,0.007903,0.534956,0.532404
177,0.008241,0.529324,0.532281
178,0.008148,0.515623,0.526908
179,0.008239,0.531899,0.52967
180,0.008009,0.527173,0.524393
181,0.007805,0.539594,0.540722
182,0.008384,0.533727,0.528218
183,0.007691,0.539937,0.532599
184,0.007901,0.535648,0.525867
185,0.008106,0.541401,0.543807
186,0.007918,0.541993,0.539971
187,0.007667,0.542429,0.540182
188,0.007513,0.546744,0.552189
189,0.007853,0.546457,0.543651
190,0.007625,0.538209,0.543555
191,0.007778,0.543284,0.544026
192,0.007693,0.543201,0.540697
193,0.00762,0.535929,0.552465
194,0.007403,0.542572,0.560253
195,0.007637,0.531938,0.540041
196,0.00751,0.549255,0.537769
197,0.007593,0.540606,0.537486
198,0.007458,0.547731,0.558353
199,0.007313,0.541003,0.558459
200,0.006984,0.555481,0.562144
201,0.007108,0.547247,0.57205
202,0.00774,0.546552,0.520703
203,0.007718,0.544028,0.549096
204,0.007394,0.562825,0.534043
205,0.006907,0.567633,0.564112
206,0.007576,0.552658,0.54463
207,0.007392,0.551876,0.562898
208,0.007706,0.547005,0.543879
209,0.007354,0.556742,0.559338
210,0.007425,0.558905,0.548244
211,0.007183,0.559943,0.552978
212,0.007088,0.549926,0.560816
213,0.007185,0.565732,0.561679
214,0.006979,0.567036,0.565148
215,0.007172,0.564546,0.560769
216,0.00708,0.55366,0.574611
217,0.007136,0.551801,0.554208
218,0.007181,0.560667,0.571008
219,0.006841,0.558698,0.569763
220,0.007113,0.560405,0.561175
221,0.006961,0.564332,0.57032
222,0.006802,0.560448,0.577818
223,0.007134,0.560475,0.561305
224,0.006972,0.569086,0.567442
225,0.007325,0.559783,0.560076
226,0.007413,0.571618,0.543269
227,0.006757,0.563875,0.571221
228,0.006915,0.555199,0.560355
229,0.006763,0.573215,0.577891
230,0.007219,0.565955,0.552837
231,0.007079,0.563147,0.552688
232,0.00697,0.566349,0.560889
233,0.006922,0.568698,0.557444
234,0.006569,0.560767,0.577699
235,0.006703,0.574435,0.571961
236,0.006943,0.568019,0.56646
237,0.006994,0.565903,0.553004
238,0.006969,0.57463,0.566947
239,0.006831,0.578869,0.577659
240,0.007006,0.568314,0.576836
241,0.006708,0.571677,0.578069
242,0.006553,0.577594,0.576444
243,0.006398,0.575319,0.579798
244,0.006242,0.567151,0.586276
245,0.00654,0.578153,0.564498
246,0.006697,0.576878,0.580749
247,0.006625,0.563665,0.58119
248,0.006664,0.574787,0.575682
249,0.006864,0.585701,0.560619
250,0.006455,0.583241,0.578321
251,0.006405,0.587396,0.581922
252,0.006661,0.548266,0.581937
253,0.006491,0.581314,0.582875
254,0.006346,0.59333,0.585719
255,0.00653,0.590068,0.57966
256,0.006257,0.581334,0.587686
257,0.006054,0.587447,0.586571
258,0.006297,0.585393,0.598194
259,0.006152,0.586252,0.594274
260,0.006287,0.575549,0.585842
261,0.00663,0.580912,0.590752
262,0.006365,0.583672,0.59512
263,0.006127,0.5842,0.592315
264,0.006247,0.583463,0.587634
265,0.006264,0.576595,0.590679
266,0.006741,0.572783,0.572722
267,0.006339,0.59066,0.587971
268,0.006046,0.596036,0.599574
269,0.005853,0.589643,0.600864
270,0.006084,0.587536,0.599152
271,0.005871,0.592859,0.594138
272,0.006112,0.595773,0.591208
273,0.006226,0.592435,0.591902
274,0.006316,0.592527,0.59382
275,0.006434,0.581948,0.585474
