Epoch,Loss,R2_FRI,R2_DRI
1,0.04959,-0.528393,-0.689884
2,0.040265,-0.169275,-0.345979
3,0.037101,-0.08459,-0.234497
4,0.035794,-0.055687,-0.179002
5,0.035046,-0.043777,-0.148381
6,0.034671,-0.028561,-0.123794
7,0.034101,-0.031647,-0.107889
8,0.033833,-0.026048,-0.101778
9,0.033573,-0.01945,-0.080494
10,0.0334,-0.020229,-0.083167
11,0.033185,-0.017117,-0.072021
12,0.032922,-0.018833,-0.060802
13,0.032939,-0.018403,-0.060775
14,0.032735,-0.013329,-0.054765
15,0.032539,-0.010535,-0.061628
16,0.032505,-0.013256,-0.043148
17,0.032349,-0.011393,-0.050696
18,0.03232,-0.008433,-0.041165
19,0.032236,-0.006416,-0.040965
20,0.032207,-0.005545,-0.037589
21,0.032085,-0.008247,-0.040006
22,0.032033,-0.005826,-0.033783
23,0.032021,-0.003116,-0.032125
24,0.031927,0.000653,-0.02505
25,0.031863,-0.0048,-0.029922
26,0.031886,-0.005791,-0.028371
27,0.031693,-0.002558,-0.028512
28,0.031687,-0.006073,-0.025866
29,0.031684,-0.00364,-0.023326
30,0.031535,0.000385,-0.016075
31,0.031538,0.000118,-0.015865
32,0.031552,0.001685,-0.02248
33,0.031435,-0.002306,-0.01755
34,0.031448,0.000872,-0.019824
35,0.031409,0.000792,-0.01599
36,0.031406,0.00391,-0.012498
37,0.031298,-0.000834,-0.017229
38,0.031306,0.003596,-0.012456
39,0.031241,0.00255,-0.016006
40,0.031155,0.002419,-0.014783
41,0.031148,0.003965,-0.009823
42,0.031164,0.008234,-0.014797
43,0.031161,0.00784,-0.014932
44,0.031049,0.006684,-0.014971
45,0.03103,0.006653,-0.014401
46,0.030987,0.00866,-0.010381
47,0.030962,0.009272,-0.012816
48,0.030941,0.006735,-0.013144
49,0.030887,0.007867,-0.012381
50,0.030917,0.006245,-0.011798
51,0.030858,0.005244,-0.015924
52,0.0308,0.012456,-0.006616
53,0.0308,0.008938,-0.011414
54,0.030784,0.012444,-0.008335
55,0.030714,0.005719,-0.010815
56,0.030653,0.008838,-0.009046
57,0.030708,0.011112,-0.011859
58,0.030636,0.011059,-0.011519
59,0.03058,0.013798,-0.011031
60,0.030578,0.013466,-0.010383
61,0.030524,0.014402,-0.005863
62,0.030416,0.013424,-0.011893
63,0.030427,0.013965,-0.010806
64,0.030441,0.012465,-0.010298
65,0.030515,0.01767,-0.00802
66,0.030478,0.015674,-0.008414
67,0.030282,0.013408,-0.006062
68,0.030333,0.014659,-0.012064
69,0.030281,0.016905,-0.011033
70,0.030167,0.012306,-0.00656
71,0.030188,0.013521,-0.008246
72,0.030167,0.013449,-0.01602
73,0.030207,0.017485,-0.010142
74,0.030163,0.013643,-0.013591
75,0.030061,0.017257,-0.006061
76,0.030168,0.018955,-0.012716
77,0.030006,0.014306,-0.019268
78,0.03004,0.017554,-0.018448
79,0.029966,0.020515,-0.004976
80,0.029987,0.013797,-0.006102
81,0.029957,0.01947,-0.011207
82,0.029897,0.023313,-0.010611
83,0.029879,0.017386,-0.010721
84,0.029749,0.026491,-0.015309
85,0.02982,0.021864,-0.015786
86,0.029691,0.019564,-0.012104
87,0.0297,0.020668,-0.01549
88,0.029694,0.020353,-0.015848
89,0.029685,0.021774,-0.010552
