Epoch,Loss,R2_FRI,R2_DRI
1,0.096134,-2.857245,-3.410679
2,0.049125,-0.3511,-0.676625
3,0.042254,-0.200607,-0.407836
4,0.038772,-0.117437,-0.286638
5,0.03684,-0.069464,-0.19534
6,0.035318,-0.054315,-0.124016
7,0.03456,-0.038951,-0.089174
8,0.033664,-0.026284,-0.063886
9,0.033285,-0.027404,-0.048154
10,0.032994,-0.0114,-0.036285
11,0.032747,-0.009287,-0.026035
12,0.032611,-0.005259,-0.019036
13,0.032567,-0.007832,-0.022801
14,0.032421,-0.003702,-0.016631
15,0.032379,-0.003181,-0.021363
16,0.032308,-0.001379,-0.016242
17,0.032313,-0.00218,-0.019749
18,0.032327,-0.00208,-0.023398
19,0.032287,-0.000106,-0.023114
20,0.032303,0.000154,-0.022203
21,0.032258,0.000323,-0.018788
22,0.032266,-0.002276,-0.018662
23,0.032288,-0.003324,-0.021915
24,0.032202,0.002482,-0.021532
25,0.032196,-0.000362,-0.021846
26,0.032205,-0.000719,-0.02421
