Epoch,Loss,R2_FRI,R2_DRI
1,0.047595,-0.391994,-0.693327
2,0.042853,-0.261802,-0.461797
3,0.040958,-0.226038,-0.405583
4,0.03943,-0.177742,-0.319643
5,0.03828,-0.140477,-0.273973
6,0.037364,-0.116494,-0.245837
7,0.036767,-0.099407,-0.229722
8,0.03627,-0.095268,-0.197836
9,0.035596,-0.073265,-0.189524
10,0.035473,-0.070617,-0.167135
11,0.035112,-0.062569,-0.15292
12,0.034832,-0.052517,-0.150311
13,0.034699,-0.049591,-0.137133
14,0.034531,-0.044365,-0.138384
15,0.034443,-0.047326,-0.12861
16,0.034168,-0.043741,-0.119157
17,0.034017,-0.042341,-0.110952
18,0.033838,-0.034649,-0.103492
19,0.033422,-0.033955,-0.102684
20,0.033684,-0.030911,-0.106974
21,0.033495,-0.036525,-0.098941
22,0.033502,-0.02501,-0.098546
23,0.033404,-0.025355,-0.093663
24,0.03344,-0.021928,-0.096339
25,0.033409,-0.01779,-0.098957
26,0.033178,-0.027024,-0.090088
27,0.033088,-0.02036,-0.082301
28,0.03308,-0.023408,-0.083799
29,0.032943,-0.018907,-0.080617
30,0.03289,-0.018647,-0.074109
31,0.032856,-0.018358,-0.079268
32,0.032915,-0.012086,-0.077831
33,0.032813,-0.01502,-0.074988
34,0.032725,-0.016306,-0.075123
35,0.032648,-0.012939,-0.073506
36,0.03263,-0.014217,-0.071167
37,0.032537,-0.015421,-0.074501
38,0.032596,-0.015273,-0.073405
39,0.032426,-0.015511,-0.069295
40,0.032485,-0.014471,-0.061131
41,0.032401,-0.010312,-0.065586
42,0.032376,-0.014787,-0.064864
43,0.0323,-0.011553,-0.062149
44,0.03232,-0.00903,-0.059753
45,0.032228,-0.005996,-0.067466
46,0.0323,-0.011196,-0.057447
47,0.032374,-0.012298,-0.059469
48,0.032227,-0.004622,-0.059231
49,0.03214,-0.008351,-0.059109
50,0.032129,-0.006782,-0.04876
51,0.032073,-0.004559,-0.053443
52,0.032088,-0.010556,-0.046087
53,0.032055,-0.007612,-0.05765
54,0.031844,-0.003604,-0.050546
55,0.03194,-0.006082,-0.056701
56,0.031974,-0.003157,-0.050313
57,0.031883,-0.005793,-0.051213
58,0.031895,-0.005485,-0.049278
59,0.031879,-0.002097,-0.051356
60,0.031784,-0.001022,-0.044649
61,0.031861,-0.002596,-0.047172
62,0.031814,0.001184,-0.053563
63,0.03169,-0.004048,-0.049445
64,0.031737,0.000505,-0.045487
65,0.031713,0.001733,-0.041131
66,0.03166,0.000975,-0.042365
67,0.031524,-0.000699,-0.046234
68,0.031497,0.00158,-0.045018
69,0.031556,0.002217,-0.045129
70,0.031531,0.002022,-0.039363
71,0.031394,0.001312,-0.043379
72,0.031384,0.000399,-0.037257
73,0.031428,0.001782,-0.044352
74,0.03133,0.00233,-0.042789
75,0.031427,-0.000116,-0.038563
76,0.031366,0.004223,-0.035771
77,0.031352,0.004462,-0.037063
78,0.031344,0.003694,-0.038821
79,0.031153,0.00178,-0.035437
80,0.031276,0.004143,-0.035606
81,0.031257,0.006085,-0.03515
82,0.03123,0.002764,-0.031996
83,0.031265,0.00266,-0.032747
84,0.031171,0.005404,-0.028076
85,0.031081,0.00642,-0.030878
86,0.031154,0.005835,-0.034606
87,0.031136,0.006518,-0.035234
88,0.030954,0.007719,-0.034031
89,0.030985,0.010926,-0.033092
90,0.031046,0.012629,-0.03033
91,0.030917,0.011084,-0.025199
92,0.030895,0.009382,-0.032059
93,0.030861,0.00915,-0.037581
94,0.030925,0.009305,-0.031176
95,0.030901,0.007771,-0.034205
96,0.030891,0.009615,-0.030301
97,0.030834,0.00936,-0.033162
98,0.030857,0.005911,-0.028945
99,0.030867,0.00873,-0.034452
100,0.030774,0.009605,-0.031467
