Epoch,Loss,R2_FRI,R2_DRI
1,0.071978,-1.438159,-1.409139
2,0.058967,-0.722636,-1.022242
3,0.052918,-0.566345,-0.815094
4,0.049369,-0.490158,-0.674307
5,0.046642,-0.37438,-0.59609
6,0.044055,-0.339354,-0.48144
7,0.043031,-0.296381,-0.440825
8,0.04103,-0.268788,-0.35956
9,0.04054,-0.194993,-0.342393
10,0.03994,-0.188735,-0.314119
11,0.038663,-0.166807,-0.283111
12,0.038038,-0.14388,-0.226117
13,0.037382,-0.141251,-0.236804
14,0.037186,-0.124308,-0.216546
15,0.03662,-0.102266,-0.196263
16,0.036352,-0.102637,-0.191828
17,0.035891,-0.086436,-0.186964
18,0.035671,-0.086023,-0.154323
19,0.035251,-0.092413,-0.146436
20,0.035069,-0.072498,-0.145413
21,0.034784,-0.074675,-0.142236
22,0.035088,-0.062367,-0.123212
23,0.034884,-0.056915,-0.118201
24,0.034549,-0.061153,-0.117513
25,0.034365,-0.053842,-0.114817
26,0.034415,-0.054874,-0.104185
27,0.034317,-0.046319,-0.103735
28,0.034118,-0.044637,-0.094648
29,0.033809,-0.044189,-0.086048
30,0.033782,-0.030095,-0.081909
31,0.033873,-0.036699,-0.081575
32,0.03367,-0.035445,-0.080744
33,0.03353,-0.035352,-0.08493
34,0.03367,-0.037858,-0.086641
35,0.033452,-0.029215,-0.076442
36,0.033284,-0.025041,-0.068534
37,0.033206,-0.025761,-0.074334
38,0.03316,-0.025464,-0.066186
39,0.033188,-0.030317,-0.067778
40,0.033188,-0.031322,-0.067404
41,0.033177,-0.030058,-0.065002
42,0.033093,-0.021338,-0.064758
43,0.033089,-0.021406,-0.069524
44,0.032969,-0.023692,-0.061451
45,0.03286,-0.019084,-0.058967
46,0.032814,-0.013813,-0.058403
47,0.032735,-0.017882,-0.053937
48,0.032768,-0.018625,-0.053375
49,0.032646,-0.012767,-0.056572
50,0.032841,-0.016369,-0.054323
51,0.032548,-0.014408,-0.052357
52,0.032816,-0.013077,-0.053636
53,0.032686,-0.01393,-0.042247
54,0.032705,-0.011312,-0.042399
55,0.032573,-0.013223,-0.0466
56,0.032476,-0.014546,-0.041168
57,0.032511,-0.017093,-0.036516
58,0.032587,-0.013049,-0.042326
59,0.032474,-0.01132,-0.035132
60,0.032352,-0.01044,-0.043275
61,0.032496,-0.009372,-0.041038
62,0.03241,-0.00884,-0.041746
63,0.032445,-0.005945,-0.04436
64,0.032289,-0.011591,-0.040539
65,0.032254,-0.007274,-0.039215
66,0.032163,-0.005484,-0.043746
67,0.032346,-0.009292,-0.043748
68,0.032408,-0.006714,-0.041723
69,0.032175,-0.006828,-0.032753
70,0.032218,-0.00881,-0.035465
71,0.032167,-0.008292,-0.038771
72,0.032192,-0.007793,-0.034182
73,0.032159,-0.006097,-0.036374
74,0.032282,-0.006354,-0.039512
75,0.031994,-0.005676,-0.031639
76,0.031939,-0.001679,-0.028414
77,0.032058,-0.003694,-0.032253
78,0.032013,-0.003315,-0.02915
79,0.031974,-0.003542,-0.03446
80,0.031959,-0.006076,-0.028131
81,0.031927,-0.004388,-0.030245
82,0.031839,-0.004528,-0.031952
83,0.031865,-0.00571,-0.024663
84,0.031856,-0.005763,-0.035883
85,0.031985,-0.0035,-0.026637
86,0.03175,-0.001165,-0.026688
87,0.031891,-0.006235,-0.028217
88,0.031847,-0.002547,-0.027122
89,0.031875,-0.005348,-0.025533
90,0.03195,-0.002752,-0.03412
91,0.031725,-0.000336,-0.031767
92,0.031845,-0.000322,-0.029398
93,0.031907,-0.002629,-0.030212
94,0.031825,-0.000213,-0.023638
95,0.031776,0.000822,-0.027358
96,0.031749,-0.001012,-0.019356
97,0.031643,0.003183,-0.020547
98,0.031626,-0.001348,-0.019724
99,0.031703,0.000361,-0.024899
100,0.031519,-0.003115,-0.021658
