Epoch,Loss,R2_FRI,R2_DRI
1,0.046854,-0.466316,-0.65702
2,0.037412,-0.073927,-0.264414
3,0.035553,-0.046186,-0.162829
4,0.034401,-0.025924,-0.119306
5,0.033956,-0.016423,-0.090704
6,0.033527,-0.018069,-0.071163
7,0.033231,-0.018978,-0.064088
8,0.032798,-0.013753,-0.053153
9,0.032708,-0.012111,-0.052521
10,0.03257,-0.010363,-0.038627
11,0.032411,-0.010371,-0.034222
12,0.032303,-0.005364,-0.032125
13,0.032189,-0.003159,-0.025647
14,0.032135,-0.003281,-0.024934
15,0.032042,-0.003412,-0.020048
16,0.031994,-0.001689,-0.021001
17,0.031955,-0.002359,-0.021558
18,0.031944,-0.000382,-0.028483
19,0.031828,0.001243,-0.020556
20,0.031846,0.001074,-0.019074
21,0.031794,0.003175,-0.015652
22,0.031707,0.003485,-0.015254
23,0.03174,0.00077,-0.018187
24,0.03175,0.004147,-0.015714
25,0.0317,-0.001104,-0.014413
26,0.03163,0.003237,-0.012065
27,0.031592,0.002453,-0.014474
28,0.031581,0.005838,-0.012394
29,0.031593,-0.000176,-0.013275
30,0.031504,0.00456,-0.015589
31,0.031556,0.00129,-0.018167
32,0.031696,0.008146,-0.02041
33,0.03147,0.003235,-0.017127
34,0.031341,0.007092,-0.011144
35,0.031477,0.003654,-0.016038
36,0.031368,0.007702,-0.012999
37,0.031316,0.008138,-0.008436
38,0.031304,-0.000929,-0.012403
39,0.031251,0.002527,-0.011311
40,0.031205,0.008043,-0.011529
41,0.031256,0.006538,-0.016009
42,0.031165,0.008584,-0.015887
43,0.031082,0.0074,-0.016149
44,0.031094,0.007622,-0.017396
45,0.031093,0.007525,-0.011798
46,0.031047,0.010581,-0.01131
47,0.030999,0.00677,-0.01387
