Epoch,Loss,R2_FRI,R2_DRI
1,0.057036,-0.835737,-1.136177
2,0.041409,-0.188554,-0.284241
3,0.040158,-0.174859,-0.2396
4,0.039113,-0.13436,-0.205131
5,0.038307,-0.09744,-0.20652
6,0.037827,-0.101736,-0.179729
7,0.037257,-0.097979,-0.169726
8,0.036951,-0.088442,-0.155551
9,0.036769,-0.085453,-0.143739
10,0.036359,-0.0882,-0.132266
11,0.036162,-0.085667,-0.129093
12,0.035722,-0.081803,-0.108934
13,0.035886,-0.076644,-0.127093
14,0.035248,-0.081171,-0.115485
15,0.035306,-0.081303,-0.11573
16,0.035084,-0.076553,-0.11286
17,0.035351,-0.083682,-0.098138
18,0.035185,-0.066191,-0.107176
19,0.035341,-0.068414,-0.127039
20,0.034629,-0.074167,-0.09342
21,0.034279,-0.071654,-0.08346
22,0.033803,-0.060951,-0.087585
23,0.033594,-0.06855,-0.085906
24,0.033773,-0.066684,-0.087593
25,0.033102,-0.069235,-0.087529
26,0.033115,-0.054243,-0.083004
27,0.032965,-0.063829,-0.073626
28,0.032777,-0.056524,-0.076759
29,0.032211,-0.050203,-0.066593
30,0.032045,-0.057883,-0.059353
31,0.031516,-0.047055,-0.053627
32,0.031384,-0.049117,-0.047929
33,0.031211,-0.05774,-0.051403
34,0.031604,-0.042386,-0.049714
35,0.030802,-0.033439,-0.043495
36,0.031442,-0.048494,-0.043949
37,0.030805,-0.030005,-0.034919
38,0.029859,-0.026062,-0.00349
39,0.028924,-0.035058,0.013245
40,0.029412,-0.034985,-0.001342
41,0.028829,-0.035471,0.014364
42,0.028945,-0.03324,0.009636
43,0.029845,-0.029399,-0.024728
44,0.028456,-0.003523,0.022246
45,0.027386,-0.007567,0.074069
46,0.027519,-0.015273,0.047348
47,0.026695,0.000302,0.066843
48,0.026817,-0.001799,0.071559
49,0.02693,-0.000793,0.053013
50,0.026653,-0.009013,0.074484
51,0.025639,0.01532,0.091336
52,0.025426,0.003982,0.088412
53,0.024874,0.027263,0.098477
54,0.024925,0.014753,0.100907
55,0.024531,0.039951,0.116562
56,0.024311,0.017675,0.109559
57,0.023053,0.052482,0.142326
58,0.023093,0.043287,0.150489
59,0.022865,0.046422,0.155502
60,0.022513,0.047105,0.15322
61,0.022302,0.055505,0.150788
62,0.021816,0.055354,0.174727
63,0.022235,0.065242,0.160058
64,0.021947,0.05668,0.163316
65,0.021227,0.054412,0.17474
66,0.020266,0.091802,0.209147
67,0.021301,0.072236,0.185731
68,0.019839,0.10071,0.195726
69,0.01942,0.100288,0.235269
70,0.019496,0.091835,0.208923
71,0.019364,0.098481,0.209687
72,0.018252,0.101758,0.240838
73,0.01795,0.111855,0.246172
74,0.019671,0.085435,0.236378
75,0.018425,0.12124,0.241901
76,0.018449,0.104804,0.247178
77,0.017511,0.142217,0.260408
78,0.017201,0.107366,0.275016
79,0.017488,0.128465,0.28685
80,0.017193,0.140349,0.251158
81,0.016242,0.161671,0.292861
82,0.017141,0.136005,0.283111
83,0.017493,0.137193,0.296091
84,0.01874,0.132443,0.242238
85,0.017288,0.144192,0.288076
86,0.01622,0.145596,0.297746
87,0.014989,0.17551,0.313586
88,0.015795,0.159163,0.31467
89,0.015999,0.143348,0.31417
90,0.015864,0.139767,0.305245
91,0.014997,0.178017,0.327824
92,0.01468,0.180277,0.344272
93,0.015182,0.182728,0.332825
94,0.014994,0.190464,0.330522
95,0.014685,0.177674,0.344425
96,0.014898,0.168231,0.34578
97,0.014768,0.182862,0.346533
98,0.014139,0.200635,0.347876
99,0.014138,0.199682,0.354072
100,0.013974,0.222134,0.371482
