Epoch,Loss,R2_FRI,R2_DRI
1,0.070806,-1.62602,-2.175717
2,0.043426,-0.278883,-0.436859
3,0.04208,-0.234245,-0.337028
4,0.04123,-0.191943,-0.273096
5,0.040671,-0.157106,-0.257716
6,0.039926,-0.139898,-0.233392
7,0.039753,-0.109952,-0.261264
8,0.038792,-0.109,-0.218538
9,0.038578,-0.090673,-0.230963
10,0.038057,-0.091761,-0.192879
11,0.037594,-0.081079,-0.190396
12,0.037715,-0.096746,-0.187709
13,0.036954,-0.07843,-0.179694
14,0.036903,-0.063882,-0.179507
15,0.03656,-0.071519,-0.181251
16,0.036735,-0.048751,-0.188548
17,0.037931,-0.100414,-0.241975
18,0.03696,-0.083398,-0.183323
19,0.036577,-0.077081,-0.178269
20,0.036242,-0.076404,-0.193969
21,0.03628,-0.084352,-0.164233
22,0.035935,-0.073106,-0.159295
23,0.03576,-0.081433,-0.148427
24,0.035534,-0.079084,-0.130924
25,0.0356,-0.072598,-0.160061
26,0.035138,-0.080301,-0.126458
27,0.035358,-0.067397,-0.129329
28,0.035499,-0.077403,-0.135141
29,0.0349,-0.071554,-0.129799
30,0.034651,-0.069721,-0.106937
31,0.034738,-0.084328,-0.126275
32,0.034276,-0.069021,-0.096277
33,0.034559,-0.071826,-0.099324
34,0.03427,-0.070264,-0.116293
35,0.033614,-0.064357,-0.108671
36,0.034708,-0.062039,-0.102951
37,0.033409,-0.064252,-0.085961
38,0.033194,-0.050199,-0.082484
39,0.03256,-0.04715,-0.067521
40,0.033037,-0.056754,-0.092265
41,0.033274,-0.053532,-0.073443
42,0.032603,-0.04679,-0.089125
43,0.032682,-0.056905,-0.073775
44,0.031926,-0.049253,-0.067406
45,0.032132,-0.035522,-0.039653
46,0.032506,-0.038502,-0.048878
47,0.030716,-0.04573,-0.032438
48,0.031167,-0.040615,-0.032602
49,0.030076,-0.047881,-0.020477
50,0.029983,-0.051811,-0.035108
51,0.02971,-0.050609,-0.031613
52,0.029437,-0.042455,-0.030456
53,0.028771,-0.049219,0.008966
54,0.028402,-0.034693,0.003137
55,0.028177,-0.050892,0.001149
56,0.028489,-0.036751,-0.00531
57,0.028039,-0.036576,0.010721
58,0.027234,-0.035837,0.011078
59,0.02725,-0.036972,0.019546
60,0.027418,-0.047469,0.010408
61,0.02673,-0.043064,-0.002257
62,0.026219,-0.050226,0.034879
63,0.025827,-0.03478,0.040347
64,0.025165,-0.032877,0.057768
65,0.02479,-0.032844,0.075408
66,0.025225,-0.020857,0.061848
67,0.024114,-0.010834,0.106339
68,0.023494,-0.022704,0.103642
69,0.023896,-0.015307,0.121526
70,0.02288,-0.015948,0.126318
71,0.023043,0.002877,0.11111
72,0.022777,0.002698,0.113065
73,0.021537,0.029719,0.12513
74,0.02181,0.014168,0.146706
75,0.022095,0.009101,0.120964
76,0.022166,0.021573,0.156187
77,0.021189,0.013675,0.153355
78,0.020621,0.02158,0.173252
79,0.019466,0.037212,0.196695
80,0.019014,0.0571,0.191184
81,0.019276,0.043015,0.193533
82,0.018733,0.065113,0.209877
83,0.018043,0.066886,0.236754
84,0.018847,0.067905,0.231042
85,0.019359,0.060295,0.205231
86,0.018182,0.06132,0.261267
87,0.017534,0.086262,0.246467
88,0.01774,0.07632,0.261852
89,0.016937,0.064848,0.290599
90,0.016953,0.074129,0.287788
91,0.01627,0.113477,0.294572
92,0.016105,0.107296,0.301502
93,0.01542,0.117979,0.323887
94,0.01557,0.131653,0.315579
95,0.016757,0.107289,0.274234
96,0.016367,0.110093,0.325892
97,0.015623,0.080727,0.329418
98,0.016093,0.098697,0.295562
99,0.016375,0.121013,0.279638
100,0.015318,0.133927,0.320551
