Epoch,Loss,R2_FRI,R2_DRI
1,0.138117,-3.146017,-4.363955
2,0.075455,-1.37236,-1.882762
3,0.064549,-0.77759,-1.249898
4,0.055467,-0.560462,-0.896857
5,0.05051,-0.404696,-0.810872
6,0.048081,-0.350319,-0.713435
7,0.046395,-0.283718,-0.601602
8,0.044577,-0.23783,-0.528777
9,0.043256,-0.206922,-0.502589
10,0.041894,-0.177129,-0.43558
11,0.041214,-0.154293,-0.395911
12,0.040266,-0.13666,-0.370347
13,0.039101,-0.133628,-0.340183
14,0.038956,-0.098441,-0.308087
15,0.03867,-0.093835,-0.268909
16,0.037803,-0.087163,-0.271266
17,0.037598,-0.075547,-0.256484
18,0.036929,-0.069466,-0.233731
19,0.036555,-0.070786,-0.21543
20,0.036215,-0.059973,-0.196189
21,0.035799,-0.056088,-0.178868
22,0.035688,-0.051799,-0.165151
23,0.035447,-0.044617,-0.153308
24,0.035263,-0.052004,-0.140377
25,0.035132,-0.043814,-0.128926
26,0.034957,-0.041392,-0.113184
27,0.034658,-0.030916,-0.108916
28,0.034475,-0.036788,-0.098777
29,0.034114,-0.023005,-0.091302
30,0.03384,-0.023226,-0.088496
31,0.034008,-0.029787,-0.08105
32,0.033886,-0.018424,-0.065607
33,0.033594,-0.021753,-0.065997
34,0.033473,-0.014031,-0.059906
35,0.033494,-0.020292,-0.059002
36,0.033236,-0.018581,-0.056336
37,0.033148,-0.013511,-0.056846
38,0.033129,-0.010581,-0.044247
39,0.033018,-0.016529,-0.040212
40,0.03288,-0.01099,-0.044929
41,0.032798,-0.012526,-0.041456
42,0.032761,-0.010171,-0.039678
43,0.03261,-0.007545,-0.033013
44,0.032656,-0.00616,-0.035322
45,0.032746,-0.003778,-0.03
46,0.032645,-0.006014,-0.027628
47,0.032671,-0.003481,-0.015108
48,0.032404,-0.007222,-0.022212
49,0.032448,-0.005403,-0.01633
50,0.032323,-0.002737,-0.0188
51,0.032361,-0.00119,-0.026041
52,0.032328,-0.000871,-0.021931
53,0.032315,-0.003054,-0.021016
54,0.032197,-0.000864,-0.017593
55,0.032239,-0.002158,-0.022887
56,0.032106,-0.000134,-0.015533
57,0.032179,-0.000119,-0.015918
58,0.032138,0.000247,-0.016182
59,0.032027,0.000754,-0.017335
60,0.0322,0.000873,-0.021444
61,0.032078,0.001695,-0.01931
62,0.032084,0.00015,-0.017628
63,0.032059,0.004484,-0.015644
64,0.032005,-0.001529,-0.021074
65,0.031997,0.003279,-0.017488
66,0.031949,0.005094,-0.014942
67,0.031984,0.003912,-0.021829
68,0.031928,0.003992,-0.012436
69,0.032045,0.00618,-0.014178
70,0.031908,0.005505,-0.010988
71,0.031833,0.005056,-0.013287
72,0.031804,0.007155,-0.016553
73,0.031911,0.004338,-0.0168
74,0.03183,0.002239,-0.020606
75,0.031876,0.001611,-0.014592
76,0.031718,0.00443,-0.014819
77,0.031799,0.003641,-0.023616
78,0.031786,0.007497,-0.017357
79,0.031694,0.001665,-0.020003
80,0.031741,0.007546,-0.015202
