Epoch,Loss,R2_FRI,R2_DRI
1,0.096,-5.910933,-8.910219
2,0.042806,-0.208564,-0.446639
3,0.037743,-0.091903,-0.226421
4,0.035549,-0.058383,-0.117184
5,0.034186,-0.033462,-0.080797
6,0.033524,-0.021998,-0.052126
7,0.032985,-0.011955,-0.047954
8,0.032851,-0.00735,-0.032984
9,0.032564,-0.007009,-0.027168
10,0.032486,0.00065,-0.021516
11,0.032478,-0.001896,-0.024837
12,0.032391,-0.000622,-0.023776
13,0.03252,9.2e-05,-0.022338
14,0.032346,-0.002712,-0.026354
15,0.032308,-0.002726,-0.022828
16,0.032331,0.000131,-0.024906
17,0.032361,0.000406,-0.021917
18,0.032281,0.001182,-0.02043
19,0.032295,0.000311,-0.022594
20,0.032364,0.000232,-0.023464
21,0.032291,0.000512,-0.023594
22,0.032384,-0.00055,-0.023621
23,0.032289,0.001183,-0.019415
24,0.032308,0.000637,-0.02631
25,0.0323,0.001599,-0.023463
26,0.032312,0.002885,-0.022248
27,0.032314,0.000247,-0.024706
28,0.032341,0.000303,-0.033472
29,0.03243,-0.0025,-0.029182
30,0.032327,0.001535,-0.020088
31,0.032295,-0.000293,-0.021619
32,0.032269,-0.000316,-0.01892
33,0.032319,0.004275,-0.032532
