Epoch,Loss,R2_FRI,R2_DRI
1,0.13974,-2.831413,-9.625585
2,0.049264,-0.345261,-0.761533
3,0.044131,-0.230715,-0.492685
4,0.040019,-0.137367,-0.357842
5,0.037637,-0.093737,-0.26239
6,0.036172,-0.056102,-0.18295
7,0.034962,-0.047336,-0.109201
8,0.034406,-0.030191,-0.090339
9,0.033855,-0.02285,-0.06415
10,0.033213,-0.024761,-0.047268
11,0.033005,-0.017938,-0.041953
12,0.032796,-0.010702,-0.034601
13,0.032648,-0.008829,-0.019973
14,0.032569,-0.004734,-0.023357
15,0.032532,-0.007273,-0.019767
16,0.032462,-0.004004,-0.026561
17,0.032366,0.003284,-0.016803
18,0.032404,0.001951,-0.027455
19,0.03236,-0.004906,-0.018582
20,0.032349,-0.001575,-0.026748
21,0.032326,7.7e-05,-0.024764
22,0.03236,-0.00579,-0.025655
23,0.032319,-0.003449,-0.025381
24,0.032406,-0.000653,-0.027391
25,0.032309,-0.007475,-0.024419
26,0.032305,-0.001767,-0.021933
27,0.032256,-0.000126,-0.020978
