Epoch,Loss,R2_FRI,R2_DRI
1,0.05192,-0.574427,-0.965568
2,0.039302,-0.198543,-0.223757
3,0.03789,-0.131542,-0.165153
4,0.037157,-0.117841,-0.159344
5,0.036622,-0.104813,-0.1285
6,0.036283,-0.09453,-0.132805
7,0.03601,-0.091431,-0.120107
8,0.03555,-0.083741,-0.117026
9,0.035398,-0.08564,-0.108614
10,0.034907,-0.083062,-0.103281
11,0.034715,-0.087455,-0.101487
12,0.034573,-0.062128,-0.081012
13,0.034565,-0.074448,-0.09015
14,0.034293,-0.059654,-0.078497
15,0.034538,-0.080369,-0.075925
16,0.033813,-0.06835,-0.055034
17,0.033774,-0.061776,-0.064246
18,0.033559,-0.049797,-0.052067
19,0.033349,-0.044829,-0.06543
20,0.033026,-0.039482,-0.055466
21,0.033111,-0.043601,-0.052542
22,0.032872,-0.047745,-0.033883
23,0.033005,-0.04249,-0.05336
24,0.032223,-0.042195,-0.035135
25,0.032103,-0.043717,-0.034573
26,0.032281,-0.049723,-0.044632
27,0.031621,-0.026803,-0.043897
28,0.031667,-0.040254,-0.033281
29,0.031562,-0.030385,-0.047026
30,0.030584,-0.01263,-0.040311
31,0.03082,-0.043338,-0.028537
32,0.030233,-0.010126,-0.025196
33,0.029775,-0.008335,-0.018878
34,0.029569,-0.016236,-0.019479
35,0.028836,0.007257,-0.01627
36,0.028535,0.013422,-0.001509
37,0.028127,0.018162,-0.007813
38,0.027766,0.01093,0.003293
39,0.026843,0.04826,-0.000354
40,0.026414,0.048381,0.015061
41,0.026649,0.024401,0.025605
42,0.026614,0.058081,0.012023
43,0.027425,0.042536,0.003607
44,0.025946,0.050317,0.016669
45,0.025201,0.065432,0.026052
46,0.024618,0.066617,0.057475
47,0.024012,0.100665,0.052299
48,0.024232,0.123902,0.061511
49,0.024464,0.09292,0.070313
50,0.024335,0.110244,0.040184
51,0.022701,0.127231,0.08362
52,0.022704,0.090353,0.089847
53,0.022816,0.158569,0.07497
54,0.023285,0.127536,0.063045
55,0.02215,0.153391,0.076831
56,0.021519,0.181942,0.105315
57,0.021743,0.157757,0.102728
58,0.021466,0.174063,0.109427
59,0.022319,0.180654,0.085884
60,0.021495,0.18107,0.105869
61,0.020761,0.205459,0.104375
62,0.021046,0.19624,0.120483
63,0.020987,0.214011,0.118354
64,0.020599,0.233046,0.139027
65,0.020388,0.202895,0.1272
66,0.02022,0.215547,0.142858
67,0.019843,0.257942,0.143713
68,0.020577,0.171279,0.169572
69,0.019669,0.247214,0.158234
70,0.018903,0.249238,0.191934
71,0.020087,0.249634,0.158925
72,0.019097,0.239844,0.180826
73,0.019468,0.243636,0.168336
74,0.019506,0.236896,0.174853
75,0.018276,0.215931,0.218575
76,0.018307,0.247957,0.218693
77,0.018094,0.262702,0.207953
78,0.018293,0.280386,0.196317
79,0.017836,0.289927,0.205725
80,0.018899,0.277897,0.215885
81,0.017663,0.292653,0.251318
82,0.017468,0.286278,0.233708
83,0.017417,0.281973,0.245035
84,0.017424,0.300937,0.254582
85,0.017964,0.291373,0.239664
86,0.018258,0.271135,0.206869
87,0.017098,0.283443,0.229033
88,0.016683,0.292626,0.246411
89,0.01686,0.297251,0.254265
90,0.017873,0.239491,0.260501
91,0.016047,0.328924,0.282144
92,0.016515,0.303274,0.268068
93,0.016431,0.292881,0.287495
94,0.017334,0.321425,0.270926
95,0.016532,0.311234,0.252869
96,0.016434,0.309869,0.284496
97,0.016488,0.339021,0.261285
98,0.016077,0.339404,0.308008
99,0.015924,0.303775,0.29377
100,0.015898,0.304206,0.260936
