Epoch,Loss,R2_FRI,R2_DRI
1,0.138563,-3.628754,-4.473149
2,0.084468,-1.40717,-2.212058
3,0.066907,-0.863586,-1.523401
4,0.059268,-0.670144,-1.141716
5,0.054762,-0.438903,-0.900981
6,0.050613,-0.391271,-0.765585
7,0.047641,-0.327561,-0.72154
8,0.045842,-0.313359,-0.625607
9,0.043964,-0.269486,-0.534097
10,0.042954,-0.206365,-0.497546
11,0.04162,-0.175647,-0.447758
12,0.040707,-0.166735,-0.404875
13,0.040259,-0.154343,-0.364378
14,0.039572,-0.122121,-0.344595
15,0.038929,-0.119792,-0.308782
16,0.038501,-0.097643,-0.293539
17,0.037833,-0.09483,-0.24795
18,0.037435,-0.093854,-0.228977
19,0.037117,-0.073018,-0.221346
20,0.036528,-0.073414,-0.20908
21,0.036163,-0.067579,-0.175631
22,0.035714,-0.057038,-0.170163
23,0.035386,-0.055744,-0.144915
24,0.035101,-0.048015,-0.156815
25,0.03521,-0.038753,-0.131127
26,0.034851,-0.036727,-0.118234
27,0.034769,-0.037842,-0.108508
28,0.034386,-0.03242,-0.103148
29,0.034159,-0.025329,-0.100111
30,0.033908,-0.026776,-0.085703
31,0.03384,-0.017206,-0.081762
32,0.033888,-0.026398,-0.091792
33,0.033581,-0.023469,-0.072977
34,0.033487,-0.022011,-0.070127
35,0.033513,-0.017764,-0.063562
36,0.03336,-0.015156,-0.052935
37,0.033292,-0.016477,-0.05451
38,0.033264,-0.011735,-0.044732
39,0.032936,-0.011848,-0.037123
40,0.033047,-0.014678,-0.045388
41,0.033002,-0.0068,-0.03161
42,0.032887,-0.0103,-0.032704
43,0.032911,-0.005776,-0.035986
44,0.032676,-0.004902,-0.028317
45,0.032644,-0.005917,-0.029899
46,0.032545,-0.006212,-0.025596
47,0.032688,-0.002751,-0.020146
48,0.032511,0.000106,-0.017929
49,0.032493,0.000516,-0.015905
50,0.032456,-0.002905,-0.017309
51,0.032363,-0.000516,-0.017479
52,0.032397,-0.003469,-0.010831
53,0.032351,0.000428,-0.018258
54,0.032287,-0.001303,-0.012473
55,0.032319,0.000207,-0.016909
56,0.032185,0.000301,-0.019571
57,0.032235,0.002785,-0.016864
58,0.032214,0.00141,-0.016112
59,0.032238,0.003702,-0.01595
60,0.032227,0.002268,-0.016983
61,0.032149,0.004423,-0.019387
62,0.032098,0.0016,-0.012831
63,0.032003,0.001138,-0.016729
64,0.032049,0.005612,-0.01725
65,0.032069,0.002334,-0.014262
66,0.031969,0.003754,-0.015689
67,0.032076,0.003977,-0.014473
68,0.03205,0.003775,-0.013947
69,0.032007,0.003582,-0.011791
70,0.032007,0.003356,-0.017238
71,0.032007,0.005934,-0.011086
72,0.031953,0.002724,-0.015025
73,0.031978,0.001526,-0.015458
74,0.032002,0.001347,-0.015387
75,0.031941,0.007003,-0.012557
76,0.031916,0.005679,-0.010549
77,0.031871,0.005173,-0.011631
78,0.031879,0.007644,-0.013185
79,0.031876,0.007803,-0.011267
80,0.031888,0.002766,-0.015744
81,0.031892,0.002761,-0.014611
82,0.031861,0.007613,-0.013938
83,0.031867,0.005982,-0.012509
84,0.031864,0.008129,-0.008447
85,0.031765,0.006047,-0.01496
86,0.03185,0.0076,-0.012734
87,0.031884,0.006278,-0.012636
88,0.031801,0.007216,-0.008381
89,0.031778,0.008543,-0.012926
90,0.03175,0.005517,-0.017172
91,0.031803,0.008339,-0.014829
92,0.031757,0.007706,-0.013215
93,0.031726,0.006178,-0.015831
94,0.031823,0.00645,-0.013634
