Epoch,Loss,R2_FRI,R2_DRI
1,0.056948,-0.800538,-1.021095
2,0.048623,-0.391825,-0.733363
3,0.045088,-0.317377,-0.622134
4,0.043227,-0.261071,-0.484819
5,0.041474,-0.20384,-0.389402
6,0.039555,-0.160545,-0.360278
7,0.038726,-0.152388,-0.277488
8,0.037781,-0.117097,-0.274607
9,0.037372,-0.113115,-0.242959
10,0.037096,-0.109986,-0.220952
11,0.036325,-0.09196,-0.207457
12,0.036002,-0.089604,-0.183187
13,0.035576,-0.07563,-0.152494
14,0.035291,-0.070894,-0.1553
15,0.035017,-0.064004,-0.144138
16,0.034814,-0.058731,-0.14081
17,0.034519,-0.053443,-0.144956
18,0.034497,-0.04457,-0.134885
19,0.034594,-0.046597,-0.130326
20,0.034493,-0.047347,-0.125273
21,0.034028,-0.038117,-0.116037
22,0.034089,-0.034903,-0.107141
23,0.033866,-0.030734,-0.105771
24,0.033652,-0.032424,-0.09639
25,0.033625,-0.030007,-0.103398
26,0.033639,-0.033102,-0.097084
27,0.033617,-0.024133,-0.09579
28,0.033215,-0.024851,-0.082747
29,0.033165,-0.022124,-0.091388
30,0.033178,-0.022915,-0.086932
31,0.033278,-0.015971,-0.084663
32,0.033319,-0.016089,-0.087062
33,0.033148,-0.022496,-0.086063
34,0.032984,-0.018138,-0.082382
35,0.033057,-0.015176,-0.066893
36,0.032825,-0.016011,-0.071146
37,0.033187,-0.011785,-0.070375
38,0.032993,-0.014471,-0.062589
39,0.032775,-0.015793,-0.065839
40,0.032812,-0.019071,-0.071394
41,0.032745,-0.010135,-0.069963
42,0.032687,-0.009108,-0.064833
43,0.032798,-0.008023,-0.063277
44,0.032746,-0.007403,-0.057598
45,0.032578,-0.00987,-0.059871
46,0.032485,-0.01389,-0.05828
47,0.0327,-0.006169,-0.05863
48,0.032588,-0.008312,-0.062601
49,0.032307,-0.008685,-0.051864
50,0.032449,-0.008102,-0.052554
51,0.032304,-0.006672,-0.048734
52,0.032382,-0.004195,-0.054122
53,0.032248,-0.007799,-0.048984
54,0.032363,-0.005169,-0.05029
55,0.032276,-0.003694,-0.047176
56,0.032128,-0.003285,-0.048909
57,0.032304,-0.00096,-0.047167
58,0.032113,-0.003698,-0.044316
59,0.032145,-0.001095,-0.040623
60,0.032164,-0.003691,-0.044826
61,0.03219,-0.003383,-0.043078
62,0.032089,0.000107,-0.042831
63,0.032059,-0.003038,-0.046381
64,0.03199,-0.002016,-0.04197
65,0.032067,0.003075,-0.036503
66,0.031979,-0.001915,-0.040881
67,0.031956,0.001272,-0.034811
68,0.031997,0.003359,-0.038578
69,0.031924,-0.000251,-0.038241
70,0.031872,0.003635,-0.036858
71,0.031832,0.001304,-0.035536
72,0.031744,0.001291,-0.039087
73,0.031858,0.00388,-0.033791
74,0.031874,0.002616,-0.035009
75,0.031841,-0.000319,-0.035581
76,0.031822,0.003172,-0.030313
77,0.031652,0.003355,-0.034815
78,0.031666,0.003355,-0.028493
79,0.031867,0.004693,-0.037392
80,0.031715,0.004765,-0.037031
81,0.031718,0.002845,-0.029944
82,0.031691,0.004513,-0.026528
83,0.031628,0.005286,-0.030544
84,0.031566,0.005706,-0.031945
85,0.031556,0.003675,-0.026516
86,0.031499,0.005324,-0.024443
87,0.031468,0.00531,-0.033969
88,0.031486,0.008988,-0.026256
89,0.031507,0.007556,-0.032731
90,0.031519,0.009817,-0.026344
91,0.031453,0.006104,-0.030512
92,0.031425,0.003628,-0.030433
93,0.031389,0.00635,-0.023427
94,0.031258,0.007927,-0.023409
95,0.031479,0.00895,-0.029529
96,0.031526,0.005507,-0.023069
97,0.031474,0.00764,-0.025941
98,0.031344,0.008975,-0.029776
99,0.031286,0.010792,-0.02333
100,0.031383,0.01228,-0.022857
