Epoch,Loss,R2_FRI,R2_DRI
1,0.04681,-0.378167,-0.690272
2,0.038587,-0.1329,-0.287388
3,0.036558,-0.057535,-0.228893
4,0.035593,-0.049447,-0.188004
5,0.03478,-0.033054,-0.157026
6,0.034449,-0.028528,-0.1407
7,0.034068,-0.024423,-0.117426
8,0.033795,-0.019608,-0.105484
9,0.033563,-0.016284,-0.101307
10,0.033336,-0.016955,-0.084434
11,0.03316,-0.017446,-0.07844
12,0.032941,-0.016516,-0.064591
13,0.03273,-0.020312,-0.05979
14,0.032645,-0.018057,-0.060252
15,0.032629,-0.017347,-0.057823
16,0.032592,-0.008612,-0.05146
17,0.03238,-0.011178,-0.050436
18,0.032237,-0.006497,-0.04061
19,0.032176,-0.010176,-0.042889
20,0.032031,-0.009418,-0.037927
21,0.032058,-0.008905,-0.04191
22,0.032045,-0.00492,-0.03644
23,0.031989,-0.004928,-0.033916
24,0.031855,-0.008052,-0.034827
25,0.031774,-0.007329,-0.030505
26,0.031687,-0.005269,-0.028962
27,0.031671,-0.006578,-0.02555
28,0.031734,-0.001148,-0.027642
29,0.031494,-0.001756,-0.025123
30,0.031539,-0.004382,-0.025886
31,0.031431,-0.001246,-0.020814
32,0.031346,-0.000279,-0.020116
33,0.03133,-0.000105,-0.024822
34,0.031352,-0.003532,-0.02195
35,0.031292,0.001405,-0.0215
36,0.031192,0.000524,-0.021977
37,0.031082,-0.001836,-0.018657
38,0.031084,0.003987,-0.017564
39,0.031008,0.004592,-0.017169
40,0.030997,0.004835,-0.017719
41,0.030903,0.004244,-0.013645
42,0.030904,0.004217,-0.017286
43,0.030741,0.004414,-0.014675
44,0.030883,0.006032,-0.026376
45,0.030769,0.003558,-0.01484
46,0.030639,0.003775,-0.013923
47,0.030623,0.004332,-0.021879
48,0.030624,0.002264,-0.012998
49,0.030672,0.013123,-0.013912
50,0.030442,0.011615,-0.013127
51,0.030507,0.009669,-0.014362
52,0.030575,0.008046,-0.01682
53,0.03043,0.01186,-0.01681
54,0.030328,0.010733,-0.012088
55,0.030289,0.005068,-0.015672
56,0.03025,0.012229,-0.01384
57,0.030303,0.013155,-0.016914
58,0.03025,0.018796,-0.017104
59,0.030064,0.012607,-0.019454
60,0.030051,0.007879,-0.016634
61,0.029876,0.01098,-0.017011
62,0.029963,0.011079,-0.018047
63,0.02987,0.018681,-0.020614
64,0.029979,0.017847,-0.016574
65,0.029865,0.011261,-0.020915
66,0.029812,0.013279,-0.027285
67,0.029749,0.015642,-0.02196
68,0.029659,0.01768,-0.023315
